gene,cell_type,KW_p,KW_FDR,effect_size,effect_size_class,disease_1,disease_2,mw_stat,mw_p,n1,n2,mw_FDR
STMN1,B_Plasma,0.0,0.0,0.39233978,medium,UC_inflamed,Colitis_inflamed,369391960.5,1.891235661386111e-308,18710,45708,7.327002724710925e-307
STMN1,B_Plasma,0.0,0.0,0.39233978,medium,UC_inflamed,CD_inflamed,57504819.5,1.0821981980894578e-198,18710,7299,2.353335401057348e-197
STMN1,B_Plasma,0.0,0.0,0.39233978,medium,Healthy,UC_inflamed,551199563.5,3.326773888817108e-73,55715,18710,2.518695631788244e-72
STMN1,B_Plasma,0.0,0.0,0.39233978,medium,UC_inflamed,UC_non_inflamed,144849510.5,1.3962081339928234e-36,18710,14841,6.169657026272958e-36
SH3BGRL3,B_Plasma,0.0,0.0,0.6610733,high,UC_inflamed,Colitis_inflamed,345913722.0,0.0,18710,45708,0.0
SH3BGRL3,B_Plasma,0.0,0.0,0.6610733,high,UC_inflamed,CD_inflamed,48846003.0,1.4288966192639068e-284,18710,7299,4.927704508189554e-283
SH3BGRL3,B_Plasma,0.0,0.0,0.6610733,high,Healthy,UC_inflamed,567980843.0,5.0002891204443326e-77,55715,18710,3.9601502967669524e-76
SH3BGRL3,B_Plasma,0.0,0.0,0.6610733,high,UC_inflamed,UC_non_inflamed,153650170.5,8.293105475911043e-66,18710,14841,5.7099082420395605e-65
CD52,B_Plasma,0.0,0.0,1.3801485,high,UC_inflamed,Colitis_inflamed,319456375.0,0.0,18710,45708,0.0
CD52,B_Plasma,0.0,0.0,1.3801485,high,UC_inflamed,CD_inflamed,47704065.5,0.0,18710,7299,0.0
CD52,B_Plasma,0.0,0.0,1.3801485,high,UC_inflamed,UC_non_inflamed,164272033.0,2.1851343510261794e-205,18710,14841,4.948198639380852e-204
CD52,B_Plasma,0.0,0.0,1.3801485,high,Healthy,UC_inflamed,582711202.0,5.294963196649294e-135,55715,18710,7.365930921830947e-134
HMGN2,B_Plasma,0.0,0.0,0.79380924,high,UC_inflamed,Colitis_inflamed,318904462.5,0.0,18710,45708,0.0
HMGN2,B_Plasma,0.0,0.0,0.79380924,high,UC_inflamed,CD_inflamed,51282775.0,1.8162401182189946e-223,18710,7299,4.5761181326528327e-222
HMGN2,B_Plasma,0.0,0.0,0.79380924,high,UC_inflamed,UC_non_inflamed,158639142.0,2.559465250535241e-122,18710,14841,3.20480390762479e-121
HMGN2,B_Plasma,0.0,0.0,0.79380924,high,Healthy,UC_inflamed,575491667.5,8.170152897558231e-106,55715,18710,8.776116348641053e-105
WASF2,B_Plasma,0.0,0.0,0.35786076,medium,UC_inflamed,Colitis_inflamed,367229204.5,1.5240440044638937e-243,18710,45708,4.2977987553652596e-242
WASF2,B_Plasma,0.0,0.0,0.35786076,medium,UC_inflamed,CD_inflamed,54630659.0,1.159269829318402e-212,18710,7299,2.7459980292944353e-211
WASF2,B_Plasma,0.0,0.0,0.35786076,medium,UC_inflamed,UC_non_inflamed,148638003.0,4.880007990196258e-55,18710,14841,2.8885816187191537e-54
WASF2,B_Plasma,0.0,0.0,0.35786076,medium,Healthy,UC_inflamed,550211932.0,3.3832140454641753e-47,55715,18710,1.7803771468501026e-46
SRSF4,B_Plasma,0.0,0.0,0.25164956,medium,UC_inflamed,Colitis_inflamed,379021081.0,7.311652004420358e-167,18710,45708,1.2974234853590772e-165
SRSF4,B_Plasma,0.0,0.0,0.25164956,medium,UC_inflamed,CD_inflamed,60219025.5,6.78431136464839e-81,18710,7299,5.6187048507488596e-80
SRSF4,B_Plasma,0.0,0.0,0.25164956,medium,UC_inflamed,UC_non_inflamed,148928039.0,3.6091781064335213e-59,18710,14841,2.2699189051474934e-58
SRSF4,B_Plasma,0.0,0.0,0.25164956,medium,Healthy,UC_inflamed,534282466.5,1.5008934901832093e-11,55715,18710,3.7068902066311774e-11
LAPTM5,B_Plasma,0.0,0.0,1.7340704000000002,high,UC_inflamed,UC_non_inflamed,169541327.5,0.0,18710,14841,0.0
LAPTM5,B_Plasma,0.0,0.0,1.7340704000000002,high,UC_inflamed,Colitis_inflamed,289769630.5,0.0,18710,45708,0.0
LAPTM5,B_Plasma,0.0,0.0,1.7340704000000002,high,UC_inflamed,CD_inflamed,34642339.0,0.0,18710,7299,0.0
LAPTM5,B_Plasma,0.0,0.0,1.7340704000000002,high,Healthy,UC_inflamed,569565486.5,5.315830243236294e-87,55715,18710,4.716104559429324e-86
KHDRBS1,B_Plasma,0.0,0.0,0.4759233,medium,UC_inflamed,Colitis_inflamed,351543742.5,0.0,18710,45708,0.0
KHDRBS1,B_Plasma,0.0,0.0,0.4759233,medium,UC_inflamed,CD_inflamed,52025970.0,9.533282206115637e-253,18710,7299,2.822826069672593e-251
KHDRBS1,B_Plasma,0.0,0.0,0.4759233,medium,UC_inflamed,UC_non_inflamed,152823089.0,1.5198616662246544e-87,18710,14841,1.3555613963863357e-86
KHDRBS1,B_Plasma,0.0,0.0,0.4759233,medium,Healthy,UC_inflamed,564364968.5,1.2626110865196483e-84,55715,18710,1.0901383985631768e-83
HDAC1,B_Plasma,0.0,0.0,0.31766061,medium,UC_inflamed,Colitis_inflamed,366084703.0,4.2474897041121225e-277,18710,45708,1.4168562900730269e-275
HDAC1,B_Plasma,0.0,0.0,0.31766061,medium,UC_inflamed,CD_inflamed,57270113.5,1.588499662276363e-160,18710,7299,2.690659135565926e-159
HDAC1,B_Plasma,0.0,0.0,0.31766061,medium,Healthy,UC_inflamed,565033717.0,1.4607841603666782e-112,55715,18710,1.676710776331363e-111
HDAC1,B_Plasma,0.0,0.0,0.31766061,medium,UC_inflamed,UC_non_inflamed,150586189.0,5.4107345113065636e-98,18710,14841,5.365425731456944e-97
MARCKSL1,B_Plasma,0.0,0.0,0.7123707199999999,high,UC_inflamed,Colitis_inflamed,321484472.0,0.0,18710,45708,0.0
MARCKSL1,B_Plasma,0.0,0.0,0.7123707199999999,high,UC_inflamed,CD_inflamed,51119242.0,6.219172419431992e-286,18710,7299,2.157221016906143e-284
MARCKSL1,B_Plasma,0.0,0.0,0.7123707199999999,high,Healthy,UC_inflamed,596845879.5,4.0476008755586e-247,55715,18710,1.1661290179046737e-245
MARCKSL1,B_Plasma,0.0,0.0,0.7123707199999999,high,UC_inflamed,UC_non_inflamed,153412000.0,3.3384354713059625e-100,18710,14841,3.3853106199082308e-99
RBBP4,B_Plasma,0.0,0.0,0.30067282,medium,UC_inflamed,Colitis_inflamed,367137257.0,4.019475148173576e-229,18710,45708,1.046284908054557e-227
RBBP4,B_Plasma,0.0,0.0,0.30067282,medium,Healthy,UC_inflamed,562690110.0,1.5514336081602181e-83,55715,18710,1.323332358424888e-82
RBBP4,B_Plasma,0.0,0.0,0.30067282,medium,UC_inflamed,CD_inflamed,59814687.5,3.7888609833838438e-78,18710,7299,3.042158048529106e-77
RBBP4,B_Plasma,0.0,0.0,0.30067282,medium,UC_inflamed,UC_non_inflamed,148830776.5,1.4135607003260446e-48,18710,14841,7.592007963299856e-48
THRAP3,B_Plasma,0.0,0.0,0.34145239,medium,UC_inflamed,Colitis_inflamed,359208501.5,2.187513520212449e-290,18710,45708,7.754766727497575e-289
THRAP3,B_Plasma,0.0,0.0,0.34145239,medium,UC_inflamed,CD_inflamed,55649116.5,4.206685194842605e-171,18710,7299,7.684739684997749e-170
THRAP3,B_Plasma,0.0,0.0,0.34145239,medium,Healthy,UC_inflamed,552848096.0,1.1604484005833433e-51,55715,18710,6.527319604426775e-51
THRAP3,B_Plasma,0.0,0.0,0.34145239,medium,UC_inflamed,UC_non_inflamed,148800508.5,1.365645847891323e-50,18710,14841,7.55123476628777e-50
AKIRIN1,B_Plasma,0.0,0.0,0.25579182,medium,UC_inflamed,CD_inflamed,59406610.0,3.075774099180555e-108,18710,7299,3.382868392221733e-107
AKIRIN1,B_Plasma,0.0,0.0,0.25579182,medium,UC_inflamed,UC_non_inflamed,148052535.5,4.233497017009399e-58,18710,14841,2.619605388978229e-57
AKIRIN1,B_Plasma,0.0,0.0,0.25579182,medium,Healthy,UC_inflamed,502859128.0,3.226885144715199e-28,55715,18710,1.2167588034847763e-27
AKIRIN1,B_Plasma,0.0,0.0,0.25579182,medium,UC_inflamed,Colitis_inflamed,410329448.0,4.210874423038574e-28,18710,45708,1.5844520591349787e-27
CAP1,B_Plasma,0.0,0.0,0.426319,medium,UC_inflamed,Colitis_inflamed,358839137.5,5.499663409386987e-261,18710,45708,1.6984099560532586e-259
CAP1,B_Plasma,0.0,0.0,0.426319,medium,UC_inflamed,CD_inflamed,54433606.5,1.0074396765621916e-173,18710,7299,1.8679272382033263e-172
CAP1,B_Plasma,0.0,0.0,0.426319,medium,Healthy,UC_inflamed,572447503.0,4.703134685663804e-109,55715,18710,5.219043899442953e-108
CAP1,B_Plasma,0.0,0.0,0.426319,medium,UC_inflamed,UC_non_inflamed,151183918.0,6.0633541433956216e-61,18710,14841,3.9089835666861414e-60
RPS8,B_Plasma,0.0,0.0,0.4968621999999998,medium,UC_inflamed,Colitis_inflamed,283740114.0,0.0,18710,45708,0.0
RPS8,B_Plasma,0.0,0.0,0.4968621999999998,medium,UC_inflamed,CD_inflamed,49427382.0,3.6764305712791884e-263,18710,7299,1.1481270961887012e-261
RPS8,B_Plasma,0.0,0.0,0.4968621999999998,medium,Healthy,UC_inflamed,574568822.0,9.25489190690594e-98,55715,18710,9.1565323848581e-97
RPS8,B_Plasma,0.0,0.0,0.4968621999999998,medium,UC_inflamed,UC_non_inflamed,154091971.0,3.789273885201433e-67,18710,14841,2.6556247137149295e-66
NASP,B_Plasma,0.0,0.0,0.30687483,medium,UC_inflamed,Colitis_inflamed,377803897.0,1.1481133110974336e-184,18710,45708,2.285582802870725e-183
NASP,B_Plasma,0.0,0.0,0.30687483,medium,UC_inflamed,CD_inflamed,56201170.0,9.95630186336488e-183,18710,7299,1.9590255529565228e-181
NASP,B_Plasma,0.0,0.0,0.30687483,medium,UC_inflamed,UC_non_inflamed,145884863.5,1.563492513050611e-31,18710,14841,6.2805664278858855e-31
NASP,B_Plasma,0.0,0.0,0.30687483,medium,Healthy,UC_inflamed,534809201.5,3.8978153208455113e-13,55715,18710,1.0111842097650926e-12
MAGOH,B_Plasma,0.0,0.0,0.2512179599999999,medium,UC_inflamed,Colitis_inflamed,381926773.0,9.17889846838298e-146,18710,45708,1.390781445416388e-144
MAGOH,B_Plasma,0.0,0.0,0.2512179599999999,medium,UC_inflamed,CD_inflamed,58037293.0,1.807353410554393e-123,18710,7299,2.2868814171101895e-122
MAGOH,B_Plasma,0.0,0.0,0.2512179599999999,medium,Healthy,UC_inflamed,549865172.5,1.3797545917490312e-45,55715,18710,7.077861984430051e-45
MAGOH,B_Plasma,0.0,0.0,0.2512179599999999,medium,UC_inflamed,UC_non_inflamed,146550243.0,2.516746420759177e-33,18710,14841,1.046100271158998e-32
TMEM59,B_Plasma,0.0,0.0,0.72404096,high,UC_inflamed,Colitis_inflamed,538612954.0,0.0,18710,45708,0.0
TMEM59,B_Plasma,0.0,0.0,0.72404096,high,UC_inflamed,CD_inflamed,86553971.5,2.2301450075052533e-265,18710,7299,7.020423249779534e-264
TMEM59,B_Plasma,0.0,0.0,0.72404096,high,UC_inflamed,UC_non_inflamed,116747892.5,2.3482747235836505e-144,18710,14841,3.518043202168808e-143
TMEM59,B_Plasma,0.0,0.0,0.72404096,high,Healthy,UC_inflamed,481552874.0,3.214249125769651e-58,55715,18710,1.9918227777336652e-57
JUN,B_Plasma,0.0,0.0,0.9143034,high,Healthy,UC_inflamed,395715769.5,0.0,55715,18710,0.0
JUN,B_Plasma,0.0,0.0,0.9143034,high,UC_inflamed,Colitis_inflamed,531931841.0,0.0,18710,45708,0.0
JUN,B_Plasma,0.0,0.0,0.9143034,high,UC_inflamed,CD_inflamed,82541708.5,6.471221536665464e-154,18710,7299,1.0460606528956869e-152
JUN,B_Plasma,0.0,0.0,0.9143034,high,UC_inflamed,UC_non_inflamed,125701693.0,9.255342844384729e-51,18710,14841,5.131060120785406e-50
JAK1,B_Plasma,0.0,0.0,0.5528146899999999,high,UC_inflamed,Colitis_inflamed,319461200.0,0.0,18710,45708,0.0
JAK1,B_Plasma,0.0,0.0,0.5528146899999999,high,UC_inflamed,CD_inflamed,48706724.5,0.0,18710,7299,0.0
JAK1,B_Plasma,0.0,0.0,0.5528146899999999,high,Healthy,UC_inflamed,586824917.0,2.0643979383295063e-193,55715,18710,4.339223283319852e-192
JAK1,B_Plasma,0.0,0.0,0.5528146899999999,high,UC_inflamed,UC_non_inflamed,152836149.5,1.3266097354346196e-95,18710,14841,1.287361399685138e-94
SERBP1,B_Plasma,0.0,0.0,0.3567378999999999,medium,UC_inflamed,Colitis_inflamed,367415750.5,1.6139483961644951e-193,18710,45708,3.395511289383304e-192
SERBP1,B_Plasma,0.0,0.0,0.3567378999999999,medium,UC_inflamed,CD_inflamed,54291237.0,1.1433721631074592e-166,18710,7299,2.0259664084988045e-165
SERBP1,B_Plasma,0.0,0.0,0.3567378999999999,medium,UC_inflamed,UC_non_inflamed,145576676.0,2.5473352165132242e-17,18710,14841,7.450120521182849e-17
SERBP1,B_Plasma,0.0,0.0,0.3567378999999999,medium,Healthy,UC_inflamed,534797727.0,5.9887401778607746e-09,55715,18710,1.3482157813252784e-08
SRSF11,B_Plasma,0.0,0.0,0.32554227,medium,UC_inflamed,Colitis_inflamed,363044385.0,4.2870795955535913e-246,18710,45708,1.2285305495799035e-244
SRSF11,B_Plasma,0.0,0.0,0.32554227,medium,UC_inflamed,CD_inflamed,57398442.0,7.724819949653218e-119,18710,7299,9.382219101746988e-118
SRSF11,B_Plasma,0.0,0.0,0.32554227,medium,UC_inflamed,UC_non_inflamed,149027026.0,1.1634950177014281e-46,18710,14841,6.072753195515135e-46
SRSF11,B_Plasma,0.0,0.0,0.32554227,medium,Healthy,UC_inflamed,540180067.0,1.3921644005897205e-18,55715,18710,4.205189277622042e-18
ZRANB2,B_Plasma,0.0,0.0,0.25223479,medium,UC_inflamed,Colitis_inflamed,383312323.0,9.143780960825377e-144,18710,45708,1.3618846978090509e-142
ZRANB2,B_Plasma,0.0,0.0,0.25223479,medium,UC_inflamed,CD_inflamed,59014427.0,5.928555292097306e-108,18710,7299,6.49873284639444e-107
ZRANB2,B_Plasma,0.0,0.0,0.25223479,medium,UC_inflamed,UC_non_inflamed,147041216.0,1.2489575970748068e-40,18710,14841,5.920894295563924e-40
ZRANB2,B_Plasma,0.0,0.0,0.25223479,medium,Healthy,UC_inflamed,545138170.5,1.0795677215916974e-34,55715,18710,4.611664984014823e-34
GBP4,B_Plasma,0.0,0.0,0.340808307,medium,UC_inflamed,CD_inflamed,54704418.0,0.0,18710,7299,0.0
GBP4,B_Plasma,0.0,0.0,0.340808307,medium,UC_inflamed,UC_non_inflamed,145181074.5,1.5541482829024345e-71,18710,14841,1.152161576880119e-70
GBP4,B_Plasma,0.0,0.0,0.340808307,medium,Healthy,UC_inflamed,508666283.5,3.0549287959262957e-33,55715,18710,1.2675416271645755e-32
GBP4,B_Plasma,0.0,0.0,0.340808307,medium,UC_inflamed,Colitis_inflamed,415553459.0,9.05886828725603e-28,18710,45708,3.3836554900911086e-27
RPL5,B_Plasma,0.0,0.0,0.3189054999999996,medium,UC_inflamed,Colitis_inflamed,336858801.5,0.0,18710,45708,0.0
RPL5,B_Plasma,0.0,0.0,0.3189054999999996,medium,UC_inflamed,CD_inflamed,59874115.0,7.015267086238559e-54,18710,7299,4.0816790615560692e-53
RPL5,B_Plasma,0.0,0.0,0.3189054999999996,medium,UC_inflamed,UC_non_inflamed,149557978.0,4.6598316414188205e-34,18710,14841,1.9655994914890026e-33
RPL5,B_Plasma,0.0,0.0,0.3189054999999996,medium,Healthy,UC_inflamed,541331800.0,2.5286296392342293e-15,55715,18710,7.002352311822698e-15
S1PR1,B_Plasma,0.0,0.0,0.413185152,medium,UC_inflamed,CD_inflamed,52848020.0,0.0,18710,7299,0.0
S1PR1,B_Plasma,0.0,0.0,0.413185152,medium,UC_inflamed,UC_non_inflamed,147295301.0,1.0584901573225162e-157,18710,14841,1.7581460379207021e-156
S1PR1,B_Plasma,0.0,0.0,0.413185152,medium,UC_inflamed,Colitis_inflamed,402602169.0,7.521164170326752e-100,18710,45708,7.599971700534093e-99
S1PR1,B_Plasma,0.0,0.0,0.413185152,medium,Healthy,UC_inflamed,543252466.0,8.018779682145181e-61,55715,18710,5.160949797424296e-60
CD53,B_Plasma,0.0,0.0,0.6587254,high,UC_inflamed,Colitis_inflamed,332683388.5,0.0,18710,45708,0.0
CD53,B_Plasma,0.0,0.0,0.6587254,high,UC_inflamed,CD_inflamed,48805978.5,3.21575353942747e-310,18710,7299,1.2579477957852667e-308
CD53,B_Plasma,0.0,0.0,0.6587254,high,Healthy,UC_inflamed,607100058.5,9.32406398435719e-272,55715,18710,3.0311677526861635e-270
CD53,B_Plasma,0.0,0.0,0.6587254,high,UC_inflamed,UC_non_inflamed,156245354.5,3.672245870589092e-107,18710,14841,3.993350421731082e-106
CHI3L2,B_Plasma,0.0,0.0,0.59876518,high,UC_inflamed,Colitis_inflamed,344873509.0,0.0,18710,45708,0.0
CHI3L2,B_Plasma,0.0,0.0,0.59876518,high,UC_inflamed,CD_inflamed,45697929.0,0.0,18710,7299,0.0
CHI3L2,B_Plasma,0.0,0.0,0.59876518,high,Healthy,UC_inflamed,579390684.5,4.502608944275431e-238,55715,18710,1.2315644879000646e-236
CHI3L2,B_Plasma,0.0,0.0,0.59876518,high,UC_inflamed,UC_non_inflamed,148911845.5,4.124118190373816e-125,18710,14841,5.3029080603569085e-124
C1orf162,B_Plasma,0.0,0.0,0.3717765199999999,medium,UC_inflamed,CD_inflamed,54236416.0,2.8284320697560192e-276,18710,7299,9.396018664071923e-275
C1orf162,B_Plasma,0.0,0.0,0.3717765199999999,medium,UC_inflamed,Colitis_inflamed,385303814.5,3.7376474113491017e-157,18710,45708,6.182069586091948e-156
C1orf162,B_Plasma,0.0,0.0,0.3717765199999999,medium,UC_inflamed,UC_non_inflamed,148882458.0,3.1382373002283406e-87,18710,14841,2.790949898955073e-86
C1orf162,B_Plasma,0.0,0.0,0.3717765199999999,medium,Healthy,UC_inflamed,542222346.5,1.5360236554585645e-33,55715,18710,6.412707634581132e-33
CAPZA1,B_Plasma,0.0,0.0,0.3522757199999999,medium,UC_inflamed,Colitis_inflamed,361395238.5,1.1806534835956597e-258,18710,45708,3.602581347727946e-257
CAPZA1,B_Plasma,0.0,0.0,0.3522757199999999,medium,UC_inflamed,CD_inflamed,58923458.5,7.011202418482634e-89,18710,7299,6.343562637621508e-88
CAPZA1,B_Plasma,0.0,0.0,0.3522757199999999,medium,UC_inflamed,UC_non_inflamed,150653161.0,5.333708301554158e-63,18710,14841,3.5378654117186865e-62
CAPZA1,B_Plasma,0.0,0.0,0.3522757199999999,medium,Healthy,UC_inflamed,532903463.5,3.811303865449549e-08,55715,18710,8.305398654091738e-08
BCAS2,B_Plasma,0.0,0.0,0.42607522,medium,UC_inflamed,CD_inflamed,57124924.5,1.1270992495365251e-123,18710,7299,1.4293986466482192e-122
BCAS2,B_Plasma,0.0,0.0,0.42607522,medium,UC_inflamed,UC_non_inflamed,155226857.5,1.3948523253905096e-121,18710,14841,1.7368251662605658e-120
BCAS2,B_Plasma,0.0,0.0,0.42607522,medium,UC_inflamed,Colitis_inflamed,407443403.0,1.3427394144605156e-27,18710,45708,4.9963767634496896e-27
BCAS2,B_Plasma,0.0,0.0,0.42607522,medium,Healthy,UC_inflamed,534273088.0,1.7173257710302415e-09,55715,18710,3.9469034937982774e-09
RBM8A,B_Plasma,0.0,0.0,0.7234721599999999,high,UC_inflamed,CD_inflamed,43665223.0,0.0,18710,7299,0.0
RBM8A,B_Plasma,0.0,0.0,0.7234721599999999,high,UC_inflamed,Colitis_inflamed,371254713.0,3.538720312149049e-167,18710,45708,6.29318580246913e-166
RBM8A,B_Plasma,0.0,0.0,0.7234721599999999,high,UC_inflamed,UC_non_inflamed,154428944.5,8.822809596293903e-85,18710,14841,7.6311143151618335e-84
RBM8A,B_Plasma,0.0,0.0,0.7234721599999999,high,Healthy,UC_inflamed,551311491.0,3.071504440703873e-36,55715,18710,1.3488923161413578e-35
SF3B4,B_Plasma,0.0,0.0,0.27973716,medium,UC_inflamed,CD_inflamed,55688930.5,3.0707547477912596e-255,18710,7299,9.221425547860944e-254
SF3B4,B_Plasma,0.0,0.0,0.27973716,medium,UC_inflamed,Colitis_inflamed,378464740.5,2.2233455335062204e-221,18710,45708,5.5403032364409214e-220
SF3B4,B_Plasma,0.0,0.0,0.27973716,medium,Healthy,UC_inflamed,560447888.5,1.491641178790508e-112,55715,18710,1.7117629460183223e-111
SF3B4,B_Plasma,0.0,0.0,0.27973716,medium,UC_inflamed,UC_non_inflamed,145858842.0,1.3534154850245175e-47,18710,14841,7.164565094277307e-47
APH1A,B_Plasma,0.0,0.0,0.3417884099999999,medium,UC_inflamed,CD_inflamed,54577078.0,1.2539231590172731e-207,18710,7299,2.882448255205993e-206
APH1A,B_Plasma,0.0,0.0,0.3417884099999999,medium,UC_inflamed,Colitis_inflamed,374471419.0,1.0549578477236734e-187,18710,45708,2.1416987441812376e-186
APH1A,B_Plasma,0.0,0.0,0.3417884099999999,medium,UC_inflamed,UC_non_inflamed,148169093.5,5.548911637066294e-47,18710,14841,2.9104452667302612e-46
