gene,cell_type,KW_p,KW_FDR,effect_size,effect_size_class,disease_1,disease_2,mw_stat,mw_p,n1,n2,mw_FDR
RPL13A,Endothelial,0.0,0.0,1.7933752,high,UC_inflamed,UC_non_inflamed,2556828.0,1.1430640907620269e-30,7072,940,5.53655554337517e-29
RPL13A,Endothelial,0.0,0.0,1.7933752,high,UC_inflamed,Colitis_inflamed,236557.5,5.7470024022044175e-19,7072,36,1.5239649893661165e-17
XIST,Endothelial,0.0,0.0,1.0999825399999998,high,Healthy,UC_inflamed,14131780.5,5.93857450738852e-290,6113,7072,1.2474879448890274e-286
XIST,Endothelial,0.0,0.0,1.0999825399999998,high,UC_inflamed,UC_non_inflamed,4791486.5,1.2819242096060016e-112,7072,940,4.156789811215703e-110
XIST,Endothelial,0.0,0.0,1.0999825399999998,high,UC_inflamed,Colitis_inflamed,205365.5,1.1015720773052649e-10,7072,36,1.5340093648941884e-09
RPS4Y1,Endothelial,0.0,0.0,1.10657424,high,Healthy,UC_inflamed,28738769.5,0.0,6113,7072,0.0
RPS4Y1,Endothelial,0.0,0.0,1.10657424,high,UC_inflamed,UC_non_inflamed,2020434.5,7.202719262556852e-286,7072,940,1.4808484305124864e-282
RPS4Y1,Endothelial,0.0,0.0,1.10657424,high,UC_inflamed,Colitis_inflamed,54864.0,6.4311923683937674e-43,7072,36,4.855047801233513e-41
MT-ND2,Endothelial,0.0,0.0,1.0283068000000002,high,Healthy,UC_inflamed,9950696.5,0.0,6113,7072,0.0
MT-ND2,Endothelial,0.0,0.0,1.0283068000000002,high,UC_inflamed,Colitis_inflamed,202464.5,9.299453380221205e-10,7072,36,1.1815991849188363e-08
MT-ND2,Endothelial,0.0,0.0,1.0283068000000002,high,UC_inflamed,UC_non_inflamed,3674618.5,1.4005104137602268e-07,7072,940,1.3546291203909983e-06
TMSB4X,Endothelial,1.0933783163053305e-289,3.068488146259745e-287,1.0038067000000002,high,Healthy,UC_inflamed,15145446.5,1.1722277776659103e-193,6113,7072,9.849771317900604e-191
TMSB4X,Endothelial,1.0933783163053305e-289,3.068488146259745e-287,1.0038067000000002,high,UC_inflamed,UC_non_inflamed,2338588.0,1.7545750460728403e-49,7072,940,1.5919679502536954e-47
TMSB4X,Endothelial,1.0933783163053305e-289,3.068488146259745e-287,1.0038067000000002,high,UC_inflamed,Colitis_inflamed,210266.0,1.4196125824492948e-11,7072,36,2.148428564480428e-10
DDX3Y,Endothelial,2.074589968011965e-272,5.344959989717385e-270,0.3099413235,medium,Healthy,UC_inflamed,25466415.0,4.8637497144136526e-269,6113,7072,9.038156440457523e-266
DDX3Y,Endothelial,2.074589968011965e-272,5.344959989717385e-270,0.3099413235,medium,UC_inflamed,Colitis_inflamed,96702.0,5.796787182628179e-40,7072,36,4.003885242725954e-38
DDX3Y,Endothelial,2.074589968011965e-272,5.344959989717385e-270,0.3099413235,medium,UC_inflamed,UC_non_inflamed,3125601.0,9.563715059433084e-39,7072,940,6.325405791875558e-37
ALDOA,Endothelial,9.595001435897158e-265,2.393572104231107e-262,1.02352373,high,UC_inflamed,UC_non_inflamed,1505226.5,3.954603358309405e-264,7072,940,6.823809330597102e-261
ALDOA,Endothelial,9.595001435897158e-265,2.393572104231107e-262,1.02352373,high,Healthy,UC_inflamed,22887644.0,6.243486825608596e-15,6113,7072,1.2597789349729772e-13
ALDOA,Endothelial,9.595001435897158e-265,2.393572104231107e-262,1.02352373,high,UC_inflamed,Colitis_inflamed,58369.5,1.2200707869326032e-14,7072,36,2.40259710905436e-13
CD36,Endothelial,1.725984267947627e-255,3.875081250723558e-253,1.50250978,high,Healthy,UC_inflamed,27736755.5,4.06443573210577e-252,6113,7072,5.95070340596031e-249
CD36,Endothelial,1.725984267947627e-255,3.875081250723558e-253,1.50250978,high,UC_inflamed,Colitis_inflamed,59989.0,9.443857602083738e-16,7072,36,2.0234145456526643e-14
CD36,Endothelial,1.725984267947627e-255,3.875081250723558e-253,1.50250978,high,UC_inflamed,UC_non_inflamed,3005572.5,5.715317193947576e-12,7072,940,8.963984750059312e-11
RPL30,Endothelial,2.1014795638166147e-249,4.524226414375605e-247,0.8045019999999998,high,Healthy,UC_inflamed,28861391.0,1.583281297866736e-242,6113,7072,2.124895441845315e-239
RPL30,Endothelial,2.1014795638166147e-249,4.524226414375605e-247,0.8045019999999998,high,UC_inflamed,Colitis_inflamed,45735.5,3.0479008162549065e-11,7072,36,4.477328304571474e-10
RPL30,Endothelial,2.1014795638166147e-249,4.524226414375605e-247,0.8045019999999998,high,UC_inflamed,UC_non_inflamed,2942784.0,1.0541562743281849e-08,7072,940,1.1803374367130069e-07
RPL7,Endothelial,6.17595779244878e-210,9.07115445477804e-208,1.5766999,high,Healthy,UC_inflamed,16058652.5,1.8423280018225092e-143,6113,7072,9.41926745058778e-141
RPL7,Endothelial,6.17595779244878e-210,9.07115445477804e-208,1.5766999,high,UC_inflamed,UC_non_inflamed,2565441.0,5.003023800673244e-30,7072,940,2.3559560909310698e-28
RPL7,Endothelial,6.17595779244878e-210,9.07115445477804e-208,1.5766999,high,UC_inflamed,Colitis_inflamed,216619.5,3.4798355129594986e-13,7072,36,6.083888286905669e-12
MT-ND4L,Endothelial,4.235951044488799e-186,5.160636171719842e-184,3.1038724,high,Healthy,UC_inflamed,26682955.5,2.055132577149571e-129,6113,7072,8.634237431737524e-127
MT-ND4L,Endothelial,4.235951044488799e-186,5.160636171719842e-184,3.1038724,high,UC_inflamed,Colitis_inflamed,12716.0,7.288488790678136e-23,7072,36,2.411114932705335e-21
MT-ND4L,Endothelial,4.235951044488799e-186,5.160636171719842e-184,3.1038724,high,UC_inflamed,UC_non_inflamed,3931773.5,2.529051115881117e-22,7072,940,8.086770659417351e-21
IFITM3,Endothelial,5.908059795328938e-162,5.839689795181736e-160,0.9164079999999996,high,Healthy,UC_inflamed,16515033.0,4.045058145367716e-121,6113,7072,1.4639474478909453e-118
IFITM3,Endothelial,5.908059795328938e-162,5.839689795181736e-160,0.9164079999999996,high,UC_inflamed,UC_non_inflamed,2810885.5,1.3701539915401749e-14,7072,940,2.687738128350124e-13
IFITM3,Endothelial,5.908059795328938e-162,5.839689795181736e-160,0.9164079999999996,high,UC_inflamed,Colitis_inflamed,59576.0,3.5035909915454566e-08,7072,36,3.672328859019822e-07
FOSB,Endothelial,4.270477857152663e-149,3.495564062656837e-147,1.45686612,high,Healthy,UC_inflamed,17055745.0,7.12088748623265e-101,6113,7072,1.8955684787731707e-98
FOSB,Endothelial,4.270477857152663e-149,3.495564062656837e-147,1.45686612,high,UC_inflamed,UC_non_inflamed,4556869.0,3.454229160849144e-78,7072,940,6.057752519289525e-76
FOSB,Endothelial,4.270477857152663e-149,3.495564062656837e-147,1.45686612,high,UC_inflamed,Colitis_inflamed,207840.0,3.7686881764747e-11,7072,36,5.483637080149831e-10
TXNIP,Endothelial,5.691640399351405e-147,4.6108154905261175e-145,1.3984548,high,Healthy,UC_inflamed,26969779.0,4.559248441039598e-137,6113,7072,2.128310033128775e-134
TXNIP,Endothelial,5.691640399351405e-147,4.6108154905261175e-145,1.3984548,high,UC_inflamed,UC_non_inflamed,2590541.5,1.9011432866639901e-29,7072,940,8.714775891382418e-28
TXNIP,Endothelial,5.691640399351405e-147,4.6108154905261175e-145,1.3984548,high,UC_inflamed,Colitis_inflamed,50107.0,1.0877206273807063e-10,7072,36,1.5162499166733646e-09
IGFBP4,Endothelial,1.4770208106049895e-136,1.0648100485994504e-134,1.08269,high,Healthy,UC_inflamed,26932086.5,6.363040772622805e-132,6113,7072,2.7572225554194694e-129
IGFBP4,Endothelial,1.4770208106049895e-136,1.0648100485994504e-134,1.08269,high,UC_inflamed,UC_non_inflamed,2795648.5,1.875870428340715e-15,7072,940,3.9302983410789963e-14
IGFBP4,Endothelial,1.4770208106049895e-136,1.0648100485994504e-134,1.08269,high,UC_inflamed,Colitis_inflamed,47345.0,6.629984428656678e-11,7072,36,9.429723216677875e-10
RPS18,Endothelial,3.0684638902697553e-120,1.799402182816398e-118,1.1205333000000004,high,UC_inflamed,UC_non_inflamed,2103021.5,5.350019292337157e-75,7072,940,8.852266510591427e-73
RPS18,Endothelial,3.0684638902697553e-120,1.799402182816398e-118,1.1205333000000004,high,Healthy,UC_inflamed,19528585.5,1.0140084582232216e-21,6113,7072,3.1374843841853953e-20
RPS18,Endothelial,3.0684638902697553e-120,1.799402182816398e-118,1.1205333000000004,high,UC_inflamed,Colitis_inflamed,193265.0,7.801808751473925e-08,7072,36,7.803423865592851e-07
ZFP36,Endothelial,1.7017459639839674e-114,9.00492914813873e-113,1.3377171,high,UC_inflamed,UC_non_inflamed,4843111.0,6.255092787459601e-116,7072,940,2.1357936962976015e-113
ZFP36,Endothelial,1.7017459639839674e-114,9.00492914813873e-113,1.3377171,high,Healthy,UC_inflamed,20328243.0,3.082099194981368e-09,6113,7072,3.685931252612e-08
ZFP36,Endothelial,1.7017459639839674e-114,9.00492914813873e-113,1.3377171,high,UC_inflamed,Colitis_inflamed,191182.0,1.849493368176575e-07,7072,36,1.7562553475521074e-06
MALAT1,Endothelial,1.1561148570904041e-96,4.7688979249429897e-95,1.2537244999999997,high,UC_inflamed,UC_non_inflamed,4508609.0,9.641999831118051e-71,7072,940,1.474219056457179e-68
MALAT1,Endothelial,1.1561148570904041e-96,4.7688979249429897e-95,1.2537244999999997,high,Healthy,UC_inflamed,19004052.0,4.4144635277064196e-33,6113,7072,2.3567381805650355e-31
MALAT1,Endothelial,1.1561148570904041e-96,4.7688979249429897e-95,1.2537244999999997,high,UC_inflamed,Colitis_inflamed,199837.5,3.4885830485439033e-09,7072,36,4.142317276736266e-08
RPS29,Endothelial,1.1545932410423272e-94,4.617197805654254e-93,1.2336614,high,Healthy,UC_inflamed,17815512.5,3.611033125549664e-68,6113,7072,5.192472186337261e-66
RPS29,Endothelial,1.1545932410423272e-94,4.617197805654254e-93,1.2336614,high,UC_inflamed,UC_non_inflamed,4244979.5,1.6812958479482429e-43,7072,940,1.2935001416181426e-41
RPS29,Endothelial,1.1545932410423272e-94,4.617197805654254e-93,1.2336614,high,UC_inflamed,Colitis_inflamed,221718.0,1.465201083499278e-14,7072,36,2.8660400951120495e-13
IGKV3-20,Endothelial,5.2627647849834345e-65,1.210975276146408e-63,0.2757389189999999,medium,UC_inflamed,UC_non_inflamed,2948550.0,2.27380683275734e-66,7072,940,3.1388279178477395e-64
IGKV3-20,Endothelial,5.2627647849834345e-65,1.210975276146408e-63,0.2757389189999999,medium,Healthy,UC_inflamed,22255686.5,3.7434299981382623e-19,6113,7072,1.0020156252634358e-17
IGKV3-20,Endothelial,5.2627647849834345e-65,1.210975276146408e-63,0.2757389189999999,medium,UC_inflamed,Colitis_inflamed,98432.5,3.855134946394293e-18,7072,36,9.623396793337135e-17
IGKV3-11,Endothelial,1.3110901063303389e-58,2.6248524982277204e-57,0.429000226,medium,UC_inflamed,UC_non_inflamed,3082803.0,2.4231692409068002e-45,7072,940,1.9561473997395496e-43
IGKV3-11,Endothelial,1.3110901063303389e-58,2.6248524982277204e-57,0.429000226,medium,UC_inflamed,Colitis_inflamed,93527.0,1.645589360120023e-38,7072,36,1.077325879867194e-36
IGKV3-11,Endothelial,1.3110901063303389e-58,2.6248524982277204e-57,0.429000226,medium,Healthy,UC_inflamed,21934300.5,2.8585518332462003e-09,6113,7072,3.4317340183079804e-08
RPS27,Endothelial,6.5966595074344046e-49,1.0654994945409979e-47,0.5077836000000002,high,Healthy,UC_inflamed,18590939.5,8.662751027760229e-44,6113,7072,6.723547243473663e-42
RPS27,Endothelial,6.5966595074344046e-49,1.0654994945409979e-47,0.5077836000000002,high,UC_inflamed,UC_non_inflamed,3767713.5,2.696266554532521e-11,7072,940,3.9831866253551057e-10
RPS27,Endothelial,6.5966595074344046e-49,1.0654994945409979e-47,0.5077836000000002,high,UC_inflamed,Colitis_inflamed,194581.0,4.2822757244210456e-08,7072,36,4.428944699248696e-07
PRRC2B,Endothelial,4.8667844512505295e-47,7.39713582551773e-46,0.6125939,high,Healthy,UC_inflamed,23544500.0,1.4650450085357483e-31,6113,7072,7.388689936054768e-30
PRRC2B,Endothelial,4.8667844512505295e-47,7.39713582551773e-46,0.6125939,high,UC_inflamed,Colitis_inflamed,80274.0,7.693465487743977e-08,7072,36,7.700637767564744e-07
PRRC2B,Endothelial,4.8667844512505295e-47,7.39713582551773e-46,0.6125939,high,UC_inflamed,UC_non_inflamed,3564016.0,2.376482395413159e-07,7072,940,2.2232500132517524e-06
MCL1,Endothelial,8.824743468538193e-46,1.3022504070567725e-44,0.86250413,high,UC_inflamed,UC_non_inflamed,4124736.5,1.0362953265987996e-34,7072,940,5.869707937235757e-33
MCL1,Endothelial,8.824743468538193e-46,1.3022504070567725e-44,0.86250413,high,Healthy,UC_inflamed,19706173.0,2.4136548625641987e-19,6113,7072,6.5221328123483935e-18
MCL1,Endothelial,8.824743468538193e-46,1.3022504070567725e-44,0.86250413,high,UC_inflamed,Colitis_inflamed,191753.0,8.944535891533786e-08,7072,36,8.874735631983876e-07
CA4,Endothelial,4.551657602300885e-43,6.21493057148225e-42,1.15928308,high,Healthy,UC_inflamed,22882161.5,3.601378659364064e-29,6113,7072,1.633041857599012e-27
CA4,Endothelial,4.551657602300885e-43,6.21493057148225e-42,1.15928308,high,UC_inflamed,UC_non_inflamed,3015376.0,5.569865967926354e-22,7072,940,1.7491587535935115e-20
CA4,Endothelial,4.551657602300885e-43,6.21493057148225e-42,1.15928308,high,UC_inflamed,Colitis_inflamed,81937.0,6.049230160833317e-16,7072,36,1.3138617901580654e-14
RPS10,Endothelial,6.410264717131627e-36,7.064777019245486e-35,1.513654401,high,Healthy,UC_inflamed,19503825.0,1.1689337854584316e-22,6113,7072,3.821179691774298e-21
RPS10,Endothelial,6.410264717131627e-36,7.064777019245486e-35,1.513654401,high,UC_inflamed,Colitis_inflamed,223853.5,2.448438690023367e-15,7072,36,5.0869196004506126e-14
RPS10,Endothelial,6.410264717131627e-36,7.064777019245486e-35,1.513654401,high,UC_inflamed,UC_non_inflamed,3726456.5,1.1578875038618323e-09,7072,940,1.4519422462778209e-08
IFITM2,Endothelial,9.067073423075799e-35,9.57648695679162e-34,1.0628920000000002,high,UC_inflamed,Colitis_inflamed,40133.0,1.2313679178881037e-12,7072,36,2.051147765997715e-11
IFITM2,Endothelial,9.067073423075799e-35,9.57648695679162e-34,1.0628920000000002,high,Healthy,UC_inflamed,20105961.5,4.147001026761904e-12,6113,7072,6.58978308199314e-11
IFITM2,Endothelial,9.067073423075799e-35,9.57648695679162e-34,1.0628920000000002,high,UC_inflamed,UC_non_inflamed,2870316.0,9.689393007660574e-12,7072,940,1.4859324652122537e-10
EIF1,Endothelial,3.349765104958304e-33,3.376838254619929e-32,0.6786313000000002,high,Healthy,UC_inflamed,19815131.0,1.4470620764012256e-16,6113,7072,3.273931361335763e-15
EIF1,Endothelial,3.349765104958304e-33,3.376838254619929e-32,0.6786313000000002,high,UC_inflamed,Colitis_inflamed,199322.5,4.495021889038361e-09,7072,36,5.277690949426207e-08
EIF1,Endothelial,3.349765104958304e-33,3.376838254619929e-32,0.6786313000000002,high,UC_inflamed,UC_non_inflamed,2952477.0,2.4908534492008238e-08,7072,940,2.660746946675609e-07
NKX2-3,Endothelial,8.328171266288574e-33,8.273422226358486e-32,0.69830258,high,Healthy,UC_inflamed,23534758.5,1.7093030002763479e-25,6113,7072,6.4899783464323576e-24
NKX2-3,Endothelial,8.328171266288574e-33,8.273422226358486e-32,0.69830258,high,UC_inflamed,UC_non_inflamed,2920490.5,2.1442233975938654e-13,7072,940,3.818582877064047e-12
NKX2-3,Endothelial,8.328171266288574e-33,8.273422226358486e-32,0.69830258,high,UC_inflamed,Colitis_inflamed,74377.5,1.3248109239313898e-07,7072,36,1.2854350796213496e-06
SAT1,Endothelial,4.0721659603653327e-32,3.982461744436937e-31,1.1056833,high,Healthy,UC_inflamed,19300833.5,6.758708387596745e-27,6113,7072,2.757998274887979e-25
SAT1,Endothelial,4.0721659603653327e-32,3.982461744436937e-31,1.1056833,high,UC_inflamed,UC_non_inflamed,3688270.0,3.495073374613492e-08,7072,940,3.664593535035825e-07
SAT1,Endothelial,4.0721659603653327e-32,3.982461744436937e-31,1.1056833,high,UC_inflamed,Colitis_inflamed,193781.5,4.9313644657081295e-08,7072,36,5.058037876248556e-07
GSN,Endothelial,1.625807085501426e-17,8.380185029760712e-17,1.2609095,high,UC_inflamed,UC_non_inflamed,2916012.5,7.15641971845438e-10,7072,940,9.206827817790531e-09
GSN,Endothelial,1.625807085501426e-17,8.380185029760712e-17,1.2609095,high,UC_inflamed,Colitis_inflamed,55019.0,3.1430603187226932e-09,7072,36,3.7541893522642015e-08
GSN,Endothelial,1.625807085501426e-17,8.380185029760712e-17,1.2609095,high,Healthy,UC_inflamed,22763083.5,1.1711787864677653e-07,6113,7072,1.1454555276961554e-06
