gene,cell_type,KW_p,KW_FDR,effect_size,effect_size_class,disease_1,disease_2,mw_stat,mw_p,n1,n2,mw_FDR
IGKC,CD4T,0.0,0.0,0.6024892,high,UC_inflamed,Colitis_inflamed,62919401.0,3.2927816402577026e-159,9331,11747,2.4908524338351484e-157
IGKC,CD4T,0.0,0.0,0.6024892,high,UC_inflamed,Healthy,75063932.5,1.3714885104337697e-102,9331,14440,4.7871310057511615e-101
IGKC,CD4T,0.0,0.0,0.6024892,high,UC_inflamed,CD_inflamed,12576110.0,1.573650390454202e-79,9331,2268,3.7339016953483615e-78
IGKC,CD4T,0.0,0.0,0.6024892,high,UC_inflamed,UC_non_inflamed,32888473.0,1.6083140209877102e-15,9331,7476,6.751967391691537e-15
DUSP2,CD4T,0.0,0.0,1.28426083,high,UC_inflamed,CD_inflamed,6797553.0,4.460930675696886e-178,9331,2268,4.169662712251791e-176
DUSP2,CD4T,0.0,0.0,1.28426083,high,UC_inflamed,UC_non_inflamed,40418429.0,1.895773068778373e-94,9331,7476,5.835517062820278e-93
DUSP2,CD4T,0.0,0.0,1.28426083,high,UC_inflamed,Colitis_inflamed,50623926.0,6.006658789299724e-25,9331,11747,3.635644911367711e-24
DUSP2,CD4T,0.0,0.0,1.28426083,high,UC_inflamed,Healthy,64071964.0,2.899422648088428e-12,9331,14440,1.048505708935986e-11
ARID5A,CD4T,0.0,0.0,0.5376369400000001,high,UC_inflamed,UC_non_inflamed,39709070.0,1.0072822466829106e-98,9331,7476,3.3099939977205215e-97
ARID5A,CD4T,0.0,0.0,0.5376369400000001,high,UC_inflamed,CD_inflamed,8485328.0,8.337594954504227e-68,9331,2268,1.570490839091118e-66
ARID5A,CD4T,0.0,0.0,0.5376369400000001,high,UC_inflamed,Healthy,71018814.5,8.313191552385176e-20,9331,14440,4.160082961537559e-19
ARID5A,CD4T,0.0,0.0,0.5376369400000001,high,UC_inflamed,Colitis_inflamed,52428989.5,8.603672311629023e-11,9331,11747,2.891590863306526e-10
ZAP70,CD4T,0.0,0.0,0.7638469000000001,high,UC_inflamed,CD_inflamed,6796379.0,2.196225017849566e-213,9331,2268,2.8593535903368843e-211
ZAP70,CD4T,0.0,0.0,0.7638469000000001,high,UC_inflamed,Colitis_inflamed,44331883.0,2.313586061042411e-164,9331,11747,1.849146576331912e-162
ZAP70,CD4T,0.0,0.0,0.7638469000000001,high,UC_inflamed,UC_non_inflamed,38861653.5,1.3225522905503963e-69,9331,7476,2.5842883571116397e-68
ZAP70,CD4T,0.0,0.0,0.7638469000000001,high,UC_inflamed,Healthy,61630576.0,4.631150760014445e-41,9331,14440,4.612819777972209e-40
RPL31,CD4T,0.0,0.0,1.6483865,high,UC_inflamed,Colitis_inflamed,87240901.0,0.0,9331,11747,0.0
RPL31,CD4T,0.0,0.0,1.6483865,high,UC_inflamed,CD_inflamed,17218922.0,0.0,9331,2268,0.0
RPL31,CD4T,0.0,0.0,1.6483865,high,UC_inflamed,Healthy,86385300.0,1.2757390963410644e-296,9331,14440,3.131978376001958e-294
RPL31,CD4T,0.0,0.0,1.6483865,high,UC_inflamed,UC_non_inflamed,25280750.5,4.4956874298837515e-207,9331,7476,5.505935061465993e-205
BCL2L11,CD4T,0.0,0.0,0.334162438,medium,UC_inflamed,CD_inflamed,8415561.0,6.776727672161741e-198,9331,2268,7.573851433738018e-196
BCL2L11,CD4T,0.0,0.0,0.334162438,medium,UC_inflamed,UC_non_inflamed,35867178.5,1.3506042595909761e-20,9331,7476,6.968278584242405e-20
BCL2L11,CD4T,0.0,0.0,0.334162438,medium,UC_inflamed,Colitis_inflamed,53535668.5,1.83652477775546e-11,9331,11747,6.389689028873314e-11
BCL2L11,CD4T,0.0,0.0,0.334162438,medium,UC_inflamed,Healthy,68355960.0,7.928696496304683e-08,9331,14440,2.2589897935991746e-07
NR4A2,CD4T,0.0,0.0,0.98783663,high,UC_inflamed,UC_non_inflamed,41402761.0,3.8177958261982903e-149,9331,7476,2.5704683018780707e-147
NR4A2,CD4T,0.0,0.0,0.98783663,high,UC_inflamed,CD_inflamed,7907433.5,1.885787543815128e-96,9331,2268,5.99143980926073e-95
NR4A2,CD4T,0.0,0.0,0.98783663,high,UC_inflamed,Colitis_inflamed,47160561.0,2.0536683126253148e-81,9331,11747,5.0425870063776025e-80
NR4A2,CD4T,0.0,0.0,0.98783663,high,UC_inflamed,Healthy,62100723.0,5.2146983379635125e-30,9331,14440,3.7269333776915926e-29
CYTIP,CD4T,0.0,0.0,1.1673666,high,UC_inflamed,CD_inflamed,6646742.0,1.0122242810405808e-181,9331,2268,9.796798104662594e-180
CYTIP,CD4T,0.0,0.0,1.1673666,high,UC_inflamed,Colitis_inflamed,43360015.5,1.2563617129664274e-158,9331,11747,9.459422808473263e-157
CYTIP,CD4T,0.0,0.0,1.1673666,high,UC_inflamed,UC_non_inflamed,41853438.0,1.2225412309858379e-136,9331,7476,7.001787526680981e-135
CYTIP,CD4T,0.0,0.0,1.1673666,high,UC_inflamed,Healthy,62200289.0,6.396243280091842e-26,9331,14440,3.9996698903466954e-25
ITGA4,CD4T,0.0,0.0,0.66185465,high,UC_inflamed,CD_inflamed,7636885.0,8.714158584957508e-146,9331,2268,5.603561945845836e-144
ITGA4,CD4T,0.0,0.0,0.66185465,high,UC_inflamed,Colitis_inflamed,45536842.5,2.674325551442357e-141,9331,11747,1.6271255385711812e-139
ITGA4,CD4T,0.0,0.0,0.66185465,high,UC_inflamed,UC_non_inflamed,39060866.0,5.87922424437269e-90,9331,7476,1.6811950720103366e-88
ITGA4,CD4T,0.0,0.0,0.66185465,high,UC_inflamed,Healthy,65164270.0,2.1635274627631204e-08,9331,14440,6.379627183441065e-08
STK17B,CD4T,0.0,0.0,0.62860717,high,UC_inflamed,Colitis_inflamed,46164176.0,2.30689361705109e-94,9331,11747,7.0928831047361216e-93
STK17B,CD4T,0.0,0.0,0.62860717,high,UC_inflamed,UC_non_inflamed,40185311.0,8.408839878983494e-83,9331,7476,2.1209767619581704e-81
STK17B,CD4T,0.0,0.0,0.62860717,high,UC_inflamed,CD_inflamed,8658584.0,1.5880259022641764e-46,9331,2268,1.8188718551998122e-45
STK17B,CD4T,0.0,0.0,0.62860717,high,UC_inflamed,Healthy,69812776.5,2.068147660680636e-07,9331,14440,5.744656446233467e-07
SF3B1,CD4T,0.0,0.0,0.61028393,high,UC_inflamed,Colitis_inflamed,44221028.5,2.3636393221648763e-166,9331,11747,1.9362365861376062e-164
SF3B1,CD4T,0.0,0.0,0.61028393,high,UC_inflamed,CD_inflamed,7447417.5,1.4230450355902028e-148,9331,2268,9.501716541534089e-147
SF3B1,CD4T,0.0,0.0,0.61028393,high,UC_inflamed,UC_non_inflamed,38199543.5,3.8374627907507767e-47,9331,7476,4.480703128038951e-46
SF3B1,CD4T,0.0,0.0,0.61028393,high,UC_inflamed,Healthy,63928939.5,3.394137533808511e-16,9331,14440,1.466113748041682e-15
NBEAL1,CD4T,0.0,0.0,0.75873819,high,UC_inflamed,Colitis_inflamed,68980692.0,0.0,9331,11747,0.0
NBEAL1,CD4T,0.0,0.0,0.75873819,high,UC_inflamed,CD_inflamed,13351032.5,2.7167413409520803e-122,9331,2268,1.281204078946801e-120
NBEAL1,CD4T,0.0,0.0,0.75873819,high,UC_inflamed,Healthy,75344788.5,1.6337833743989757e-84,9331,14440,4.250740104151131e-83
NBEAL1,CD4T,0.0,0.0,0.75873819,high,UC_inflamed,UC_non_inflamed,30758573.0,9.29327652856631e-50,9331,7476,1.1602187480043443e-48
RPL37A,CD4T,0.0,0.0,0.7447249,high,UC_inflamed,Colitis_inflamed,70314272.5,9.79368342573678e-274,9331,11747,2.072631689507107e-271
RPL37A,CD4T,0.0,0.0,0.7447249,high,UC_inflamed,CD_inflamed,14966241.5,1.8122566335912966e-206,9331,2268,2.2110903851505932e-204
RPL37A,CD4T,0.0,0.0,0.7447249,high,UC_inflamed,Healthy,83191367.0,4.6584728028372415e-206,9331,14440,5.6537079494870985e-204
RPL37A,CD4T,0.0,0.0,0.7447249,high,UC_inflamed,UC_non_inflamed,31169633.0,1.731103667662412e-32,9331,7476,1.343198331456116e-31
SATB1,CD4T,0.0,0.0,0.5359502500000001,high,UC_inflamed,CD_inflamed,8187872.0,4.392407754811232e-99,9331,2268,1.4534564801979638e-97
SATB1,CD4T,0.0,0.0,0.5359502500000001,high,UC_inflamed,UC_non_inflamed,38505079.5,1.0653629105642464e-65,9331,7476,1.918558612841013e-64
SATB1,CD4T,0.0,0.0,0.5359502500000001,high,UC_inflamed,Colitis_inflamed,49879088.5,5.1473009599075595e-45,9331,11747,5.687635125853258e-44
SATB1,CD4T,0.0,0.0,0.5359502500000001,high,UC_inflamed,Healthy,70722616.0,3.952962442909247e-20,9331,14440,2.001901202573926e-19
RPL15,CD4T,0.0,0.0,0.949214,high,UC_inflamed,Colitis_inflamed,74894777.5,0.0,9331,11747,0.0
RPL15,CD4T,0.0,0.0,0.949214,high,UC_inflamed,CD_inflamed,16222030.5,0.0,9331,2268,0.0
RPL15,CD4T,0.0,0.0,0.949214,high,UC_inflamed,UC_non_inflamed,27067253.5,7.498223293010096e-138,9331,7476,4.380082921071005e-136
RPL15,CD4T,0.0,0.0,0.949214,high,UC_inflamed,Healthy,74460920.0,7.148559799879849e-43,9331,14440,7.467571873715053e-42
TGFBR2,CD4T,0.0,0.0,0.491868576,medium,UC_inflamed,Colitis_inflamed,43810862.0,5.888314437989819e-230,9331,11747,8.756353095459466e-228
TGFBR2,CD4T,0.0,0.0,0.491868576,medium,UC_inflamed,CD_inflamed,8302929.5,9.829009414974744e-117,9331,2268,4.300358506606038e-115
TGFBR2,CD4T,0.0,0.0,0.491868576,medium,UC_inflamed,UC_non_inflamed,38331089.5,1.090344823213066e-94,9331,7476,3.3691487678139735e-93
TGFBR2,CD4T,0.0,0.0,0.491868576,medium,UC_inflamed,Healthy,63330705.0,1.5496231108482008e-30,9331,14440,1.1261531609679289e-29
SHISA5,CD4T,0.0,0.0,0.44293912,medium,UC_inflamed,CD_inflamed,7710808.5,7.213083357167688e-146,9331,2268,4.644810374537609e-144
SHISA5,CD4T,0.0,0.0,0.44293912,medium,UC_inflamed,Colitis_inflamed,45693186.5,1.6067257388733495e-142,9331,11747,9.921901083035004e-141
SHISA5,CD4T,0.0,0.0,0.44293912,medium,UC_inflamed,Healthy,61358640.0,3.4733126712662263e-51,9331,14440,4.490102791037291e-50
SHISA5,CD4T,0.0,0.0,0.44293912,medium,UC_inflamed,UC_non_inflamed,36667865.0,2.4523358510326093e-17,9331,7476,1.1114670141520845e-16
RHOA,CD4T,0.0,0.0,0.9468255,high,UC_inflamed,CD_inflamed,6320261.5,6.924683047141314e-211,9331,2268,8.841327008010253e-209
RHOA,CD4T,0.0,0.0,0.9468255,high,UC_inflamed,Colitis_inflamed,41574216.5,1.0036962400342069e-209,9331,11747,1.2638411216380688e-207
RHOA,CD4T,0.0,0.0,0.9468255,high,UC_inflamed,UC_non_inflamed,38713835.0,1.5072566861716092e-40,9331,7476,1.4794227773521313e-39
RHOA,CD4T,0.0,0.0,0.9468255,high,UC_inflamed,Healthy,60877838.5,1.3134655184926992e-39,9331,14440,1.2580054817320799e-38
CGGBP1,CD4T,0.0,0.0,0.29293753,medium,UC_inflamed,Colitis_inflamed,46252490.5,1.0418021341259112e-146,9331,11747,6.792802983845262e-145
CGGBP1,CD4T,0.0,0.0,0.29293753,medium,UC_inflamed,CD_inflamed,8616570.5,2.6452392265358783e-87,9331,2268,7.207169301871141e-86
CGGBP1,CD4T,0.0,0.0,0.29293753,medium,UC_inflamed,Healthy,63246787.0,3.9339477412752816e-31,9331,14440,2.917490715290036e-30
CGGBP1,CD4T,0.0,0.0,0.29293753,medium,UC_inflamed,UC_non_inflamed,36610414.0,3.807669374468808e-21,9331,7476,2.0024332313159664e-20
CLDND1,CD4T,0.0,0.0,0.5297709399999999,high,UC_inflamed,CD_inflamed,7853487.0,8.006536785224555e-129,9331,2268,4.12360968743337e-127
CLDND1,CD4T,0.0,0.0,0.5297709399999999,high,UC_inflamed,Colitis_inflamed,47821057.0,2.9290186335151662e-86,9331,11747,7.844976732539789e-85
CLDND1,CD4T,0.0,0.0,0.5297709399999999,high,UC_inflamed,UC_non_inflamed,37634346.0,1.8164273376984864e-38,9331,7476,1.686278664608838e-37
CLDND1,CD4T,0.0,0.0,0.5297709399999999,high,UC_inflamed,Healthy,63555554.0,5.76617268297131e-22,9331,14440,3.1220107937217322e-21
HCLS1,CD4T,0.0,0.0,0.69773163,high,UC_inflamed,Colitis_inflamed,42998459.5,4.9841777139824635e-183,9331,11747,4.882614481976132e-181
HCLS1,CD4T,0.0,0.0,0.69773163,high,UC_inflamed,CD_inflamed,7236985.0,2.4965842493971727e-146,9331,2268,1.6154073658714936e-144
HCLS1,CD4T,0.0,0.0,0.69773163,high,UC_inflamed,UC_non_inflamed,38246927.5,1.5405368674549964e-38,9331,7476,1.432964436315278e-37
HCLS1,CD4T,0.0,0.0,0.69773163,high,UC_inflamed,Healthy,62581906.5,2.376017158363284e-25,9331,14440,1.4566332826585721e-24
RPN1,CD4T,0.0,0.0,0.56055406,high,UC_inflamed,CD_inflamed,7045195.0,4.6492209531909136e-245,9331,2268,7.832186553466492e-243
RPN1,CD4T,0.0,0.0,0.56055406,high,UC_inflamed,Colitis_inflamed,45925093.0,5.9210522778469424e-154,9331,11747,4.206376132983017e-152
RPN1,CD4T,0.0,0.0,0.56055406,high,UC_inflamed,UC_non_inflamed,37705813.0,6.024998088428676e-56,9331,7476,8.701694396389904e-55
RPN1,CD4T,0.0,0.0,0.56055406,high,UC_inflamed,Healthy,63158116.5,1.659484088926058e-31,9331,14440,1.2457927213981337e-30
MBNL1,CD4T,0.0,0.0,0.8650125,high,UC_inflamed,Colitis_inflamed,40512580.5,1.4131803022659228e-255,9331,11747,2.6010592877705927e-253
MBNL1,CD4T,0.0,0.0,0.8650125,high,UC_inflamed,CD_inflamed,7301453.5,9.325296841656198e-136,9331,2268,5.280728046233231e-134
MBNL1,CD4T,0.0,0.0,0.8650125,high,UC_inflamed,UC_non_inflamed,40412181.5,1.497034884849855e-98,9331,7476,4.903344889263151e-97
MBNL1,CD4T,0.0,0.0,0.8650125,high,UC_inflamed,Healthy,63137596.0,2.0764198193357622e-19,9331,14440,1.0226839105294489e-18
