gene,cell_type,KW_p,KW_FDR,effect_size,effect_size_class,disease_1,disease_2,mw_stat,mw_p,n1,n2,mw_FDR
HSPB1,Myeloid,0.0,0.0,0.71202053,high,UC_inflamed,Colitis_inflamed,4003871.0,2.1525497284952213e-59,5079,1954,1.6367711698496472e-57
HSPB1,Myeloid,0.0,0.0,0.71202053,high,UC_inflamed,UC_non_inflamed,10529661.0,1.61729219891737e-14,5079,4447,1.456983322904528e-13
HSPB1,Myeloid,0.0,0.0,0.71202053,high,UC_inflamed,CD_inflamed,591496.5,4.173080948557027e-08,5079,271,2.1285025709108766e-07
RPS20,Myeloid,0.0,0.0,1.5792094000000003,high,UC_inflamed,Colitis_inflamed,8260637.0,0.0,5079,1954,0.0
RPS20,Myeloid,0.0,0.0,1.5792094000000003,high,UC_inflamed,CD_inflamed,1156018.0,9.93880976389609e-80,5079,271,1.211692136620337e-77
RPS20,Myeloid,0.0,0.0,1.5792094000000003,high,UC_inflamed,UC_non_inflamed,10092621.0,2.947829782300637e-19,5079,4447,3.723805682324241e-18
RPS20,Myeloid,0.0,0.0,1.5792094000000003,high,UC_inflamed,Healthy,12808539.0,4.682238376238911e-17,5079,4591,5.07760077094658e-16
GNG10,Myeloid,0.0,0.0,0.424256655,medium,UC_inflamed,Colitis_inflamed,3432627.0,2.975582565390043e-295,5079,1954,3.714864900434624e-292
GNG10,Myeloid,0.0,0.0,0.424256655,medium,UC_inflamed,CD_inflamed,546845.0,3.7485897002853e-70,5079,271,3.728909025515426e-68
GNG10,Myeloid,0.0,0.0,0.424256655,medium,UC_inflamed,Healthy,11340196.5,3.03548306626232e-12,5079,4591,2.2800454634650743e-11
GNG10,Myeloid,0.0,0.0,0.424256655,medium,UC_inflamed,UC_non_inflamed,11461126.0,7.552085695021552e-08,5079,4447,3.7441922213496514e-07
FCN1,Myeloid,0.0,0.0,1.08442082,high,UC_inflamed,Healthy,16519058.5,0.0,5079,4591,0.0
FCN1,Myeloid,0.0,0.0,1.08442082,high,UC_inflamed,Colitis_inflamed,6494380.0,1.3693581158235165e-113,5079,1954,2.9721714899377e-111
FCN1,Myeloid,0.0,0.0,1.08442082,high,UC_inflamed,CD_inflamed,964424.0,7.40037470294627e-34,5079,271,2.1428089642385767e-32
FCN1,Myeloid,0.0,0.0,1.08442082,high,UC_inflamed,UC_non_inflamed,12659025.5,1.4578226247105432e-29,5079,4447,3.400178619980202e-28
EEF1G,Myeloid,0.0,0.0,1.943159133,high,UC_inflamed,Colitis_inflamed,1181062.0,0.0,5079,1954,0.0
EEF1G,Myeloid,0.0,0.0,1.943159133,high,UC_inflamed,CD_inflamed,283189.0,2.6106268773219372e-250,5079,271,2.6442859030987294e-247
EEF1G,Myeloid,0.0,0.0,1.943159133,high,UC_inflamed,Healthy,10948380.5,8.65967805759967e-27,5079,4591,1.7277516739053851e-25
EEF1G,Myeloid,0.0,0.0,1.943159133,high,UC_inflamed,UC_non_inflamed,11686031.5,3.755348262053528e-18,5079,4447,4.407833522365139e-17
POLD4,Myeloid,0.0,0.0,0.685431645,high,UC_inflamed,Colitis_inflamed,2891989.0,0.0,5079,1954,0.0
POLD4,Myeloid,0.0,0.0,0.685431645,high,UC_inflamed,CD_inflamed,410998.0,3.561086411866818e-115,5079,271,7.910523677671048e-113
POLD4,Myeloid,0.0,0.0,0.685431645,high,UC_inflamed,Healthy,10681373.0,6.2469080338367025e-40,5079,4591,2.3677678014812923e-38
POLD4,Myeloid,0.0,0.0,0.685431645,high,UC_inflamed,UC_non_inflamed,11574144.5,1.3768823751304928e-07,5079,4447,6.647089523823917e-07
LYZ,Myeloid,0.0,0.0,2.84413875,high,UC_inflamed,Healthy,16289994.0,6.282333672674462e-252,5079,4591,6.444393872510969e-249
LYZ,Myeloid,0.0,0.0,2.84413875,high,UC_inflamed,Colitis_inflamed,7518991.5,1.7461980852931602e-249,5079,1954,1.7467403828351766e-246
LYZ,Myeloid,0.0,0.0,2.84413875,high,UC_inflamed,CD_inflamed,1184343.5,1.0385761254287825e-89,5079,271,1.5588321062470214e-87
LYZ,Myeloid,0.0,0.0,2.84413875,high,UC_inflamed,UC_non_inflamed,12733938.5,4.2396499106792135e-27,5079,4447,8.605944266635838e-26
RPL21,Myeloid,0.0,0.0,1.818283,high,UC_inflamed,Colitis_inflamed,9090361.0,0.0,5079,1954,0.0
RPL21,Myeloid,0.0,0.0,1.818283,high,UC_inflamed,Healthy,16810717.5,4.176836162694196e-309,5079,4591,5.798960896568105e-306
RPL21,Myeloid,0.0,0.0,1.818283,high,UC_inflamed,CD_inflamed,1275456.0,3.229540575795174e-124,5079,271,8.00180784202789e-122
RPL21,Myeloid,0.0,0.0,1.818283,high,UC_inflamed,UC_non_inflamed,12343732.0,4.3124799661177175e-15,5079,4447,4.0487635451979625e-14
IGHA2,Myeloid,0.0,0.0,0.899277995,high,UC_inflamed,Healthy,7980920.0,1.147829975191957e-220,5079,4591,8.326937725435347e-218
IGHA2,Myeloid,0.0,0.0,0.899277995,high,UC_inflamed,Colitis_inflamed,5479596.0,3.561868985162941e-25,5079,1954,6.5097480714989985e-24
IGHA2,Myeloid,0.0,0.0,0.899277995,high,UC_inflamed,UC_non_inflamed,10288057.0,1.2905533349776033e-23,5079,4447,2.150032218869794e-22
IGHA2,Myeloid,0.0,0.0,0.899277995,high,UC_inflamed,CD_inflamed,793531.0,4.989497401881481e-10,5079,271,3.0857438522829876e-09
IGHA1,Myeloid,0.0,0.0,1.91951243,high,UC_inflamed,Healthy,7567927.0,1.0171813018137177e-217,5079,4591,6.941400366826238e-215
IGHA1,Myeloid,0.0,0.0,1.91951243,high,UC_inflamed,Colitis_inflamed,6543986.5,5.838148373694344e-140,5079,1954,1.815123157497054e-137
IGHA1,Myeloid,0.0,0.0,1.91951243,high,UC_inflamed,UC_non_inflamed,8638323.5,2.134865888860675e-101,5079,4447,3.8674932666030555e-99
IGHA1,Myeloid,0.0,0.0,1.91951243,high,UC_inflamed,CD_inflamed,908363.0,2.596459447201314e-24,5079,271,4.505061344233696e-23
RPS17,Myeloid,0.0,0.0,1.14521474,high,UC_inflamed,Colitis_inflamed,2089565.0,0.0,5079,1954,0.0
RPS17,Myeloid,0.0,0.0,1.14521474,high,UC_inflamed,CD_inflamed,388892.5,4.962954823603458e-136,5079,271,1.4558904814960598e-133
RPS17,Myeloid,0.0,0.0,1.14521474,high,UC_inflamed,Healthy,9641761.0,1.8083503500805868e-126,5079,4591,4.6448935228146484e-124
RPS17,Myeloid,0.0,0.0,1.14521474,high,UC_inflamed,UC_non_inflamed,11607517.0,9.28368391073658e-10,5079,4447,5.592643427186827e-09
ATP6V0C,Myeloid,0.0,0.0,1.5537102978,high,UC_inflamed,Colitis_inflamed,1752555.0,0.0,5079,1954,0.0
ATP6V0C,Myeloid,0.0,0.0,1.5537102978,high,UC_inflamed,CD_inflamed,219130.5,0.0,5079,271,0.0
ATP6V0C,Myeloid,0.0,0.0,1.5537102978,high,UC_inflamed,Healthy,10574311.0,7.632813243669238e-67,5079,4591,7.081017124959278e-65
ATP6V0C,Myeloid,0.0,0.0,1.5537102978,high,UC_inflamed,UC_non_inflamed,11624456.0,9.71400140713686e-28,5079,4447,2.049842671147001e-26
GABARAP,Myeloid,0.0,0.0,2.17382154,high,UC_inflamed,Colitis_inflamed,932775.0,0.0,5079,1954,0.0
GABARAP,Myeloid,0.0,0.0,2.17382154,high,UC_inflamed,CD_inflamed,219965.0,1.954210872248965e-153,5079,271,7.056629169858651e-151
GABARAP,Myeloid,0.0,0.0,2.17382154,high,UC_inflamed,Healthy,9909303.5,3.1634072094837454e-62,5079,4591,2.6073015920540286e-60
GABARAP,Myeloid,0.0,0.0,2.17382154,high,UC_inflamed,UC_non_inflamed,11953458.5,9.031744913503898e-15,5079,4447,8.285744906407306e-14
NME2,Myeloid,0.0,0.0,1.6033174069999998,high,UC_inflamed,Colitis_inflamed,1533347.5,0.0,5079,1954,0.0
NME2,Myeloid,0.0,0.0,1.6033174069999998,high,UC_inflamed,CD_inflamed,296472.5,7.464149949685867e-256,5079,271,7.75549257675425e-253
NME2,Myeloid,0.0,0.0,1.6033174069999998,high,UC_inflamed,Healthy,10534767.5,1.7235741796680764e-58,5079,4591,1.2648791600788544e-56
NME2,Myeloid,0.0,0.0,1.6033174069999998,high,UC_inflamed,UC_non_inflamed,11600635.0,1.3977417353405558e-12,5079,4447,1.0830228841789584e-11
RETN,Myeloid,0.0,0.0,0.62581583,high,UC_inflamed,UC_non_inflamed,13956497.5,6.372458010140406e-195,5079,4447,3.514672474428468e-192
RETN,Myeloid,0.0,0.0,0.62581583,high,UC_inflamed,Healthy,14309997.5,1.775119079883709e-180,5079,4591,8.433124714314787e-178
RETN,Myeloid,0.0,0.0,0.62581583,high,UC_inflamed,Colitis_inflamed,6175465.0,3.0654082954265725e-106,5079,1954,5.984048557314539e-104
RETN,Myeloid,0.0,0.0,0.62581583,high,UC_inflamed,CD_inflamed,852258.5,3.647345893722664e-17,5079,271,3.988085112254973e-16
TRAPPC5,Myeloid,0.0,0.0,0.6707430675,high,UC_inflamed,Colitis_inflamed,2826714.5,0.0,5079,1954,0.0
TRAPPC5,Myeloid,0.0,0.0,0.6707430675,high,UC_inflamed,CD_inflamed,479907.0,5.86310898755573e-124,5079,271,1.4482418749169482e-121
TRAPPC5,Myeloid,0.0,0.0,0.6707430675,high,UC_inflamed,Healthy,11272313.0,2.709517939362001e-15,5079,4591,2.5817798822338843e-14
TRAPPC5,Myeloid,0.0,0.0,0.6707430675,high,UC_inflamed,UC_non_inflamed,11514154.0,5.0473316236680815e-12,5079,4447,3.7239910115069837e-11
DBNDD2,Myeloid,0.0,0.0,0.2538178,medium,UC_inflamed,Colitis_inflamed,3897468.0,8.086432413071897e-227,5079,1954,6.352780195732824e-224
DBNDD2,Myeloid,0.0,0.0,0.2538178,medium,UC_inflamed,CD_inflamed,599509.0,2.5890522411740088e-68,5079,271,2.4731130690455163e-66
DBNDD2,Myeloid,0.0,0.0,0.2538178,medium,UC_inflamed,Healthy,11359235.5,1.500792785594808e-19,5079,4591,1.937341119910579e-18
DBNDD2,Myeloid,0.0,0.0,0.2538178,medium,UC_inflamed,UC_non_inflamed,11379873.0,4.7646151428971164e-09,5079,4447,2.686204819588253e-08
LGALS1,Myeloid,0.0,0.0,2.0517562000000003,high,UC_inflamed,Colitis_inflamed,8004608.5,0.0,5079,1954,0.0
LGALS1,Myeloid,0.0,0.0,2.0517562000000003,high,UC_inflamed,CD_inflamed,1184804.5,1.2541454240510084e-89,5079,271,1.875395733922144e-87
LGALS1,Myeloid,0.0,0.0,2.0517562000000003,high,UC_inflamed,Healthy,14311953.0,9.614390045239257e-84,5079,4591,1.2691782924473626e-81
LGALS1,Myeloid,0.0,0.0,2.0517562000000003,high,UC_inflamed,UC_non_inflamed,12856231.5,1.488842350774987e-31,5079,4447,3.8698847739236874e-30
TMSB4X,Myeloid,0.0,0.0,1.7178084,high,UC_inflamed,Colitis_inflamed,7668213.5,1.0342042632759517e-275,5079,1954,1.1812666425573902e-272
TMSB4X,Myeloid,0.0,0.0,1.7178084,high,UC_inflamed,CD_inflamed,1175545.5,3.8029177500259824e-86,5079,271,5.3072781944686685e-84
TMSB4X,Myeloid,0.0,0.0,1.7178084,high,UC_inflamed,Healthy,9560375.5,6.775102456765122e-53,5079,4591,4.1582707723400266e-51
TMSB4X,Myeloid,0.0,0.0,1.7178084,high,UC_inflamed,UC_non_inflamed,9737177.0,3.2741794131363168e-31,5079,4447,8.372603913712349e-30
RPL39,Myeloid,0.0,0.0,1.3122227999999998,high,UC_inflamed,Healthy,18190614.0,0.0,5079,4591,0.0
RPL39,Myeloid,0.0,0.0,1.3122227999999998,high,UC_inflamed,Colitis_inflamed,6546873.0,6.701985043892101e-96,5079,1954,1.1173444009511624e-93
RPL39,Myeloid,0.0,0.0,1.3122227999999998,high,UC_inflamed,UC_non_inflamed,13192515.5,1.1160430806783905e-45,5079,4447,5.302027673842324e-44
RPL39,Myeloid,0.0,0.0,1.3122227999999998,high,UC_inflamed,CD_inflamed,1008970.0,2.35178065458198e-38,5079,271,8.340767989879496e-37
MT-CO1,Myeloid,0.0,0.0,1.400424,high,UC_inflamed,Healthy,15983107.5,2.118221978428372e-218,5079,4591,1.4641186679222714e-215
MT-CO1,Myeloid,0.0,0.0,1.400424,high,UC_inflamed,Colitis_inflamed,6875580.5,6.945157179999043e-139,5079,1954,2.130509645407326e-136
MT-CO1,Myeloid,0.0,0.0,1.400424,high,UC_inflamed,CD_inflamed,1180678.0,6.253102573392934e-88,5079,271,9.023854564918744e-86
MT-CO1,Myeloid,0.0,0.0,1.400424,high,UC_inflamed,UC_non_inflamed,12781147.0,1.0972731659367783e-28,5079,4447,2.429751730704223e-27
MT-ATP8,Myeloid,0.0,0.0,2.459445204,high,UC_inflamed,Colitis_inflamed,864106.0,0.0,5079,1954,0.0
MT-ATP8,Myeloid,0.0,0.0,2.459445204,high,UC_inflamed,CD_inflamed,334279.5,5.201888578128048e-184,5079,271,2.5856918379861795e-181
MT-ATP8,Myeloid,0.0,0.0,2.459445204,high,UC_inflamed,Healthy,9826601.0,8.272911647423612e-112,5079,4591,1.74163715139552e-109
MT-ATP8,Myeloid,0.0,0.0,2.459445204,high,UC_inflamed,UC_non_inflamed,11677591.0,6.964755282612454e-15,5079,4447,6.447142420190458e-14
MT-CO3,Myeloid,0.0,0.0,1.9423851999999997,high,UC_inflamed,Colitis_inflamed,7142385.0,1.0334963211467599e-179,5079,1954,4.838505305833887e-177
MT-CO3,Myeloid,0.0,0.0,1.9423851999999997,high,UC_inflamed,Healthy,15346582.0,2.0943187783145544e-159,5079,4591,8.069139694917677e-157
MT-CO3,Myeloid,0.0,0.0,1.9423851999999997,high,UC_inflamed,CD_inflamed,1228609.0,1.7304458660721662e-105,5079,271,3.3496190712851245e-103
MT-CO3,Myeloid,0.0,0.0,1.9423851999999997,high,UC_inflamed,UC_non_inflamed,12207695.5,8.516583140750247e-12,5079,4447,6.158109436617552e-11
CCL4L2,Myeloid,8.492956747008543e-309,1.2150432842410094e-306,0.6394800089999999,high,UC_inflamed,Colitis_inflamed,3891589.0,6.079954045034767e-194,5079,1954,3.285827513264595e-191
CCL4L2,Myeloid,8.492956747008543e-309,1.2150432842410094e-306,0.6394800089999999,high,UC_inflamed,Healthy,10781781.5,2.6968799645733225e-57,5079,4591,1.904132039870818e-55
CCL4L2,Myeloid,8.492956747008543e-309,1.2150432842410094e-306,0.6394800089999999,high,UC_inflamed,CD_inflamed,603637.0,1.8348861048250152e-33,5079,271,5.218230746637271e-32
CCL4L2,Myeloid,8.492956747008543e-309,1.2150432842410094e-306,0.6394800089999999,high,UC_inflamed,UC_non_inflamed,11450161.0,2.0775698435098173e-08,5079,4447,1.0953012416434992e-07
SH3BGRL3,Myeloid,4.891176660602005e-308,6.933355099354273e-306,0.6918479999999998,high,UC_inflamed,Healthy,16614853.0,1.2200983848217306e-286,5079,4591,1.4886124611783314e-283
SH3BGRL3,Myeloid,4.891176660602005e-308,6.933355099354273e-306,0.6918479999999998,high,UC_inflamed,Colitis_inflamed,6099955.0,2.291452222024477e-50,5079,1954,1.2845053266865367e-48
SH3BGRL3,Myeloid,4.891176660602005e-308,6.933355099354273e-306,0.6918479999999998,high,UC_inflamed,UC_non_inflamed,12720397.5,1.4975181405984027e-26,5079,4447,2.943675046300168e-25
SH3BGRL3,Myeloid,4.891176660602005e-308,6.933355099354273e-306,0.6918479999999998,high,UC_inflamed,CD_inflamed,824454.0,3.7642283827366213e-08,5079,271,1.9298665553743126e-07
HLA-DPB1,Myeloid,1.0211485812369152e-307,1.4214204260082503e-305,1.9746531,high,UC_inflamed,Healthy,6938315.0,3.303690365691855e-266,5079,4591,3.6442420095525566e-263
HLA-DPB1,Myeloid,1.0211485812369152e-307,1.4214204260082503e-305,1.9746531,high,UC_inflamed,UC_non_inflamed,9949951.0,9.310511530007646e-25,5079,4447,1.6596102732791718e-23
HLA-DPB1,Myeloid,1.0211485812369152e-307,1.4214204260082503e-305,1.9746531,high,UC_inflamed,Colitis_inflamed,4429583.5,6.031025306175639e-13,5079,1954,4.811972383252845e-12
HLA-DPB1,Myeloid,1.0211485812369152e-307,1.4214204260082503e-305,1.9746531,high,UC_inflamed,CD_inflamed,835641.0,7.15113336810649e-10,5079,271,4.357345650688776e-09
HSPA8,Myeloid,7.204861822960174e-296,8.97760645375465e-294,0.8944342999999999,high,UC_inflamed,Healthy,6918110.5,1.9098583416023804e-280,5079,4591,2.2288600428627781e-277
HSPA8,Myeloid,7.204861822960174e-296,8.97760645375465e-294,0.8944342999999999,high,UC_inflamed,Colitis_inflamed,3839036.0,1.958863057248973e-56,5079,1954,1.3424463632763708e-54
HSPA8,Myeloid,7.204861822960174e-296,8.97760645375465e-294,0.8944342999999999,high,UC_inflamed,UC_non_inflamed,9904649.5,3.114671777594568e-29,5079,4447,7.123230471195755e-28
HSPA8,Myeloid,7.204861822960174e-296,8.97760645375465e-294,0.8944342999999999,high,UC_inflamed,CD_inflamed,508479.0,1.0702883385059073e-15,5079,271,1.0530266779667444e-14
SQSTM1,Myeloid,3.1707577103328075e-284,3.628990917211275e-282,1.6630189,high,UC_inflamed,Colitis_inflamed,3238723.5,1.0610604961753325e-153,5079,1954,3.84008523391095e-151
SQSTM1,Myeloid,3.1707577103328075e-284,3.628990917211275e-282,1.6630189,high,UC_inflamed,CD_inflamed,220190.5,3.498492704406962e-123,5079,271,8.53685227340517e-121
SQSTM1,Myeloid,3.1707577103328075e-284,3.628990917211275e-282,1.6630189,high,UC_inflamed,Healthy,9040003.0,6.956342454941651e-107,5079,4591,1.3763132092977308e-104
SQSTM1,Myeloid,3.1707577103328075e-284,3.628990917211275e-282,1.6630189,high,UC_inflamed,UC_non_inflamed,10626883.5,5.333354898027043e-10,5079,4447,3.288929416171142e-09
RPS4Y1,Myeloid,4.671014007899043e-281,5.229843292467255e-279,0.93257096,high,UC_inflamed,Colitis_inflamed,3595107.0,2.192371601223765e-93,5079,1954,3.509755928201664e-91
RPS4Y1,Myeloid,4.671014007899043e-281,5.229843292467255e-279,0.93257096,high,UC_inflamed,UC_non_inflamed,12929004.0,4.972590592637058e-59,5079,4447,3.7161750113419865e-57
RPS4Y1,Myeloid,4.671014007899043e-281,5.229843292467255e-279,0.93257096,high,UC_inflamed,CD_inflamed,483210.5,2.329474548823721e-23,5079,271,3.8247514636705393e-22
RPS4Y1,Myeloid,4.671014007899043e-281,5.229843292467255e-279,0.93257096,high,UC_inflamed,Healthy,10551824.5,9.461601938972795e-21,5079,4591,1.3210151645180482e-19
AREG,Myeloid,1.3027588846810046e-278,1.4377805376575858e-276,1.1450924770000002,high,UC_inflamed,CD_inflamed,415122.0,1.0980378210760915e-166,5079,271,4.641443335546052e-164
AREG,Myeloid,1.3027588846810046e-278,1.4377805376575858e-276,1.1450924770000002,high,UC_inflamed,Colitis_inflamed,4309555.0,4.817322962921059e-80,5079,1954,5.913337371786864e-78
