gene,cell_type,KW_p,KW_FDR,effect_size,effect_size_class,disease_1,disease_2,mw_stat,mw_p,n1,n2,mw_FDR
RNASEK,ILC,0.0,0.0,1.49206971,high,UC_inflamed,CD_inflamed,114781.0,2.15670626148288e-186,1268,626,4.1349707549025935e-183
RNASEK,ILC,0.0,0.0,1.49206971,high,UC_inflamed,Healthy,621516.5,2.232973489082597e-61,1268,1393,3.236907114462217e-59
RNASEK,ILC,0.0,0.0,1.49206971,high,UC_inflamed,UC_non_inflamed,724890.5,1.5584979438086224e-16,1268,1041,2.600456836410885e-15
GABARAP,ILC,0.0,0.0,1.308071907,high,UC_inflamed,Colitis_inflamed,681056.0,2.0255087173233156e-231,1268,2730,7.091482150541736e-228
GABARAP,ILC,0.0,0.0,1.308071907,high,UC_inflamed,CD_inflamed,160096.5,1.7537101761336592e-136,1268,626,1.5103477212102983e-133
GABARAP,ILC,0.0,0.0,1.308071907,high,UC_inflamed,Healthy,590048.5,2.2813989132590257e-72,1268,1393,4.541647651178814e-70
GABARAP,ILC,0.0,0.0,1.308071907,high,UC_inflamed,UC_non_inflamed,732275.5,2.3679262638188444e-19,1268,1041,4.916896915781652e-18
EIF4A1,ILC,0.0,0.0,1.90044342,high,UC_inflamed,CD_inflamed,91713.0,5.278182644028869e-187,1268,626,1.0241582106275291e-183
EIF4A1,ILC,0.0,0.0,1.90044342,high,UC_inflamed,Colitis_inflamed,999591.0,2.366077260336896e-111,1268,2730,1.2331933423212204e-108
EIF4A1,ILC,0.0,0.0,1.90044342,high,UC_inflamed,Healthy,716966.5,1.3118673883439125e-21,1268,1393,3.2241148007445007e-20
EIF4A1,ILC,0.0,0.0,1.90044342,high,UC_inflamed,UC_non_inflamed,743114.5,1.0441141784204454e-12,1268,1041,1.2271370388572776e-11
NME2,ILC,0.0,0.0,1.161228452,high,UC_inflamed,Colitis_inflamed,833707.0,2.206832865334015e-183,1268,2730,3.993375651258912e-180
NME2,ILC,0.0,0.0,1.161228452,high,UC_inflamed,CD_inflamed,154292.5,1.3036784718799996e-154,1268,626,1.4682336915823351e-151
NME2,ILC,0.0,0.0,1.161228452,high,UC_inflamed,Healthy,666626.5,1.8421258694753032e-49,1268,1393,1.810093784496629e-47
NME2,ILC,0.0,0.0,1.161228452,high,UC_inflamed,UC_non_inflamed,724400.5,5.730602659796276e-23,1268,1041,1.5482529078345752e-21
RPL17,ILC,0.0,0.0,2.20906614,high,UC_inflamed,Colitis_inflamed,391228.5,0.0,1268,2730,0.0
RPL17,ILC,0.0,0.0,2.20906614,high,UC_inflamed,CD_inflamed,111730.0,2.1628675894859877e-150,1268,626,2.3221988352447885e-147
RPL17,ILC,0.0,0.0,2.20906614,high,UC_inflamed,Healthy,563438.0,4.02925779242013e-62,1268,1393,5.997337961823124e-60
RPL17,ILC,0.0,0.0,2.20906614,high,UC_inflamed,UC_non_inflamed,771201.0,1.0555399844872271e-14,1268,1041,1.492097906623962e-13
TMSB4X,ILC,0.0,0.0,1.0736312999999995,high,UC_inflamed,Colitis_inflamed,2789433.0,2.8796999344875347e-213,1268,2730,7.996132318089957e-210
TMSB4X,ILC,0.0,0.0,1.0736312999999995,high,UC_inflamed,CD_inflamed,701236.5,1.0004468220839577e-162,1268,626,1.2587653179423548e-159
TMSB4X,ILC,0.0,0.0,1.0736312999999995,high,UC_inflamed,Healthy,1320711.0,2.870584379894672e-108,1268,1393,1.3718326836262222e-105
TMSB4X,ILC,0.0,0.0,1.0736312999999995,high,UC_inflamed,UC_non_inflamed,528168.5,1.3413188956529608e-16,1268,1041,2.2480945795078504e-15
MT-ND2,ILC,0.0,0.0,1.5532003,high,UC_inflamed,Colitis_inflamed,2673358.0,1.6035004684945132e-169,1268,2730,2.3476704586458302e-166
MT-ND2,ILC,0.0,0.0,1.5532003,high,UC_inflamed,CD_inflamed,699948.0,2.2003179467267413e-161,1268,626,2.7258554255410896e-158
MT-ND2,ILC,0.0,0.0,1.5532003,high,UC_inflamed,Healthy,1224218.0,1.5730329577754004e-66,1268,1393,2.6389266442680025e-64
MT-ND2,ILC,0.0,0.0,1.5532003,high,UC_inflamed,UC_non_inflamed,532913.0,1.55736750237872e-15,1268,1041,2.382352168104985e-14
MT-ATP8,ILC,0.0,0.0,2.824534708,high,UC_inflamed,Colitis_inflamed,389681.0,0.0,1268,2730,0.0
MT-ATP8,ILC,0.0,0.0,2.824534708,high,UC_inflamed,CD_inflamed,113893.0,8.597090651859163e-178,1268,626,1.4273829376102251e-174
MT-ATP8,ILC,0.0,0.0,2.824534708,high,UC_inflamed,Healthy,493090.5,6.2787792697836415e-115,1268,1393,3.486887591029847e-112
MT-ATP8,ILC,0.0,0.0,2.824534708,high,UC_inflamed,UC_non_inflamed,751081.0,1.2292961686141562e-30,1268,1041,5.352207298061903e-29
MT-ND4L,ILC,0.0,0.0,3.2076887700000003,high,UC_inflamed,Colitis_inflamed,381685.5,0.0,1268,2730,0.0
MT-ND4L,ILC,0.0,0.0,3.2076887700000003,high,UC_inflamed,CD_inflamed,95378.0,1.2511529519218102e-174,1268,626,1.9754723814412507e-171
MT-ND4L,ILC,0.0,0.0,3.2076887700000003,high,UC_inflamed,Healthy,508700.5,1.436753878310847e-89,1268,1393,4.600183143180158e-87
MT-ND4L,ILC,0.0,0.0,3.2076887700000003,high,UC_inflamed,UC_non_inflamed,766227.5,1.1321920143262728e-16,1268,1041,1.908315268521677e-15
PNRC1,ILC,2.6211214873877e-310,1.0669420632272042e-307,1.49331214,high,UC_inflamed,Colitis_inflamed,856843.5,2.742010338268303e-147,1268,2730,2.8490371934071633e-144
PNRC1,ILC,2.6211214873877e-310,1.0669420632272042e-307,1.49331214,high,UC_inflamed,CD_inflamed,172055.5,1.1083905238313848e-92,1268,626,3.7422703115942243e-90
PNRC1,ILC,2.6211214873877e-310,1.0669420632272042e-307,1.49331214,high,UC_inflamed,Healthy,647643.5,4.432004529233974e-34,1268,1393,2.296571201522301e-32
PNRC1,ILC,2.6211214873877e-310,1.0669420632272042e-307,1.49331214,high,UC_inflamed,UC_non_inflamed,743952.5,2.0383527034155512e-08,1268,1041,1.475997944719547e-07
RPS10,ILC,4.485878185027159e-285,1.7298962874575785e-282,1.309164,high,UC_inflamed,Colitis_inflamed,2671405.5,8.182213899540415e-211,1268,2730,2.1962425808683062e-207
RPS10,ILC,4.485878185027159e-285,1.7298962874575785e-282,1.309164,high,UC_inflamed,CD_inflamed,619679.5,1.2664623454548758e-91,1268,626,4.171038051850876e-89
RPS10,ILC,4.485878185027159e-285,1.7298962874575785e-282,1.309164,high,UC_inflamed,Healthy,1199892.5,4.1972596248590336e-61,1268,1393,6.019311331999532e-59
RPS10,ILC,4.485878185027159e-285,1.7298962874575785e-282,1.309164,high,UC_inflamed,UC_non_inflamed,758223.0,4.5434138279348044e-10,1268,1041,4.027281616978922e-09
CTSW,ILC,1.2204794206777237e-277,4.471226357652841e-275,1.4370484300000002,high,UC_inflamed,Colitis_inflamed,2562473.0,1.138447764559309e-146,1268,2730,1.167815366129151e-143
CTSW,ILC,1.2204794206777237e-277,4.471226357652841e-275,1.4370484300000002,high,UC_inflamed,Healthy,1213287.0,1.3049345297392844e-65,1268,1393,2.131437180674561e-63
CTSW,ILC,1.2204794206777237e-277,4.471226357652841e-275,1.4370484300000002,high,UC_inflamed,UC_non_inflamed,556078.0,5.7323732449802326e-11,1268,1041,5.611467974131208e-10
CTSW,ILC,1.2204794206777237e-277,4.471226357652841e-275,1.4370484300000002,high,UC_inflamed,CD_inflamed,455952.0,1.0913519007258757e-07,1268,626,7.181002762375481e-07
FCGR3A,ILC,2.903237022670778e-277,1.0376593982979897e-274,1.16825427,high,UC_inflamed,Colitis_inflamed,2292273.0,4.954415759168741e-123,1268,2730,3.2567700327107184e-120
FCGR3A,ILC,2.903237022670778e-277,1.0376593982979897e-274,1.16825427,high,UC_inflamed,Healthy,1155849.0,1.215751918960203e-71,1268,1393,2.390681887039569e-69
FCGR3A,ILC,2.903237022670778e-277,1.0376593982979897e-274,1.16825427,high,UC_inflamed,CD_inflamed,472916.5,4.704195382971408e-15,1268,626,6.885491833386762e-14
FCGR3A,ILC,2.903237022670778e-277,1.0376593982979897e-274,1.16825427,high,UC_inflamed,UC_non_inflamed,544718.5,6.20465954203074e-15,1268,1041,8.982116128036411e-14
MAP3K8,ILC,1.7634518208529782e-246,5.3836714547457375e-244,1.4175297700000002,high,UC_inflamed,CD_inflamed,164211.5,1.3099103881197815e-117,1268,626,7.727511648596732e-115
MAP3K8,ILC,1.7634518208529782e-246,5.3836714547457375e-244,1.4175297700000002,high,UC_inflamed,Colitis_inflamed,1081561.5,1.2134240887770057e-93,1268,2730,4.2299123267865105e-91
MAP3K8,ILC,1.7634518208529782e-246,5.3836714547457375e-244,1.4175297700000002,high,UC_inflamed,Healthy,661297.5,2.273052650943492e-38,1268,1393,1.4333403658357455e-36
MAP3K8,ILC,1.7634518208529782e-246,5.3836714547457375e-244,1.4175297700000002,high,UC_inflamed,UC_non_inflamed,723264.0,8.133683516875792e-09,1268,1041,6.195864773402926e-08
RELB,ILC,6.344049085188248e-243,1.8228567704774235e-240,1.04703704,high,UC_inflamed,CD_inflamed,174590.0,6.479010587674695e-136,1268,626,5.46306102170162e-133
RELB,ILC,6.344049085188248e-243,1.8228567704774235e-240,1.04703704,high,UC_inflamed,Colitis_inflamed,1229295.0,2.0675244113986468e-73,1268,2730,4.247127633364185e-71
RELB,ILC,6.344049085188248e-243,1.8228567704774235e-240,1.04703704,high,UC_inflamed,Healthy,775537.0,1.072726322610248e-16,1268,1393,1.8116880689637208e-15
RELB,ILC,6.344049085188248e-243,1.8228567704774235e-240,1.04703704,high,UC_inflamed,UC_non_inflamed,704067.5,1.130292256292845e-09,1268,1041,9.557072918357888e-09
AREG,ILC,7.906849251794839e-240,2.145684609922252e-237,1.262036396,high,UC_inflamed,CD_inflamed,198451.5,4.5340776691031685e-112,1268,626,2.394141667570705e-109
AREG,ILC,7.906849251794839e-240,2.145684609922252e-237,1.262036396,high,UC_inflamed,Colitis_inflamed,1102136.0,8.168051098291482e-104,1268,2730,3.5941656540432874e-101
AREG,ILC,7.906849251794839e-240,2.145684609922252e-237,1.262036396,high,UC_inflamed,Healthy,643049.5,7.23391217373782e-58,1268,1393,9.35760285606808e-56
AREG,ILC,7.906849251794839e-240,2.145684609922252e-237,1.262036396,high,UC_inflamed,UC_non_inflamed,714921.5,4.994947699967449e-15,1268,1041,7.297798485709497e-14
ITGB2,ILC,1.1917651209731009e-237,3.1752956514072396e-235,1.1989095399999998,high,UC_inflamed,Colitis_inflamed,2385380.0,4.2372542500732833e-104,1268,2730,1.8903318475742447e-101
ITGB2,ILC,1.1917651209731009e-237,3.1752956514072396e-235,1.1989095399999998,high,UC_inflamed,Healthy,1183786.0,4.5898619214441216e-62,1268,1393,6.812877994917749e-60
ITGB2,ILC,1.1917651209731009e-237,3.1752956514072396e-235,1.1989095399999998,high,UC_inflamed,UC_non_inflamed,545644.5,2.0796133193165442e-13,1268,1041,2.611068255055192e-12
ITGB2,ILC,1.1917651209731009e-237,3.1752956514072396e-235,1.1989095399999998,high,UC_inflamed,CD_inflamed,456894.0,3.199462233505388e-08,1268,626,2.2571990218417853e-07
REL,ILC,2.1195838371411746e-237,5.546496705261924e-235,1.44290568,high,UC_inflamed,CD_inflamed,164120.0,2.4711998840849664e-117,1268,626,1.4316069832082152e-114
REL,ILC,2.1195838371411746e-237,5.546496705261924e-235,1.44290568,high,UC_inflamed,Colitis_inflamed,1154541.0,1.0815763517843042e-74,1268,2730,2.304072373741564e-72
REL,ILC,2.1195838371411746e-237,5.546496705261924e-235,1.44290568,high,UC_inflamed,Healthy,730468.0,8.261100916408044e-20,1268,1393,1.7791525843641558e-18
REL,ILC,2.1195838371411746e-237,5.546496705261924e-235,1.44290568,high,UC_inflamed,UC_non_inflamed,721361.0,2.733073055299268e-08,1268,1041,1.946927705042229e-07
LINC00299,ILC,1.2738617051671801e-221,3.111194904586643e-219,0.850454699,high,UC_inflamed,Colitis_inflamed,1085615.5,3.684895237859389e-119,1268,2730,2.2061426693578237e-116
LINC00299,ILC,1.2738617051671801e-221,3.111194904586643e-219,0.850454699,high,UC_inflamed,Healthy,667326.5,2.962477100473396e-58,1268,1393,3.872621242136692e-56
LINC00299,ILC,1.2738617051671801e-221,3.111194904586643e-219,0.850454699,high,UC_inflamed,CD_inflamed,333761.0,8.786480537461258e-25,1268,626,2.683091942658581e-23
LINC00299,ILC,1.2738617051671801e-221,3.111194904586643e-219,0.850454699,high,UC_inflamed,UC_non_inflamed,691373.5,2.415014546889124e-09,1268,1041,1.9622526248750992e-08
NR4A1,ILC,1.706500730309533e-215,3.788948742720591e-213,1.59297068,high,UC_inflamed,CD_inflamed,172800.0,1.1980669283011308e-118,1268,626,7.146247363070263e-116
NR4A1,ILC,1.706500730309533e-215,3.788948742720591e-213,1.59297068,high,UC_inflamed,Colitis_inflamed,1258412.0,5.506589955494153e-58,1268,2730,7.15190574461559e-56
NR4A1,ILC,1.706500730309533e-215,3.788948742720591e-213,1.59297068,high,UC_inflamed,Healthy,661508.0,4.017748871769204e-42,1268,1393,2.9667971380028896e-40
NR4A1,ILC,1.706500730309533e-215,3.788948742720591e-213,1.59297068,high,UC_inflamed,UC_non_inflamed,727580.0,9.640132000334565e-13,1268,1041,1.13639529984913e-11
NR4A2,ILC,5.059691159880082e-214,1.10663752622213e-211,1.85497932,high,UC_inflamed,CD_inflamed,150870.5,7.235525941176206e-127,1268,626,5.088565296185276e-124
NR4A2,ILC,5.059691159880082e-214,1.10663752622213e-211,1.85497932,high,UC_inflamed,Colitis_inflamed,1294564.5,9.991283832925404e-46,1268,2730,8.522755621253371e-44
NR4A2,ILC,5.059691159880082e-214,1.10663752622213e-211,1.85497932,high,UC_inflamed,Healthy,639948.0,4.654735810886181e-43,1268,1393,3.585103789302819e-41
NR4A2,ILC,5.059691159880082e-214,1.10663752622213e-211,1.85497932,high,UC_inflamed,UC_non_inflamed,720523.5,2.210869648441166e-07,1268,1041,1.395385652237527e-06
PNRC2,ILC,4.6773452850743005e-211,1.0079679089335114e-208,0.788576602,high,UC_inflamed,CD_inflamed,203363.0,5.903363738113528e-113,1268,626,3.17972150509426e-110
PNRC2,ILC,4.6773452850743005e-211,1.0079679089335114e-208,0.788576602,high,UC_inflamed,Colitis_inflamed,1226908.5,9.920050213757002e-77,1268,2730,2.234439282413378e-74
PNRC2,ILC,4.6773452850743005e-211,1.0079679089335114e-208,0.788576602,high,UC_inflamed,Healthy,715604.0,3.7105672533929454e-35,1268,1393,2.020239540767187e-33
PNRC2,ILC,4.6773452850743005e-211,1.0079679089335114e-208,0.788576602,high,UC_inflamed,UC_non_inflamed,711116.0,1.7099095966318538e-16,1268,1041,2.843082186016519e-15
CSRNP1,ILC,2.579028008039771e-210,5.399010918544972e-208,1.18440395,high,UC_inflamed,CD_inflamed,173889.0,1.2495168893365878e-122,1268,626,8.081714659745283e-120
CSRNP1,ILC,2.579028008039771e-210,5.399010918544972e-208,1.18440395,high,UC_inflamed,Colitis_inflamed,1257747.0,3.3622192732375286e-60,1268,2730,4.720884167000035e-58
CSRNP1,ILC,2.579028008039771e-210,5.399010918544972e-208,1.18440395,high,UC_inflamed,Healthy,687413.5,2.5013556840095183e-36,1268,1393,1.4392402033216611e-34
CSRNP1,ILC,2.579028008039771e-210,5.399010918544972e-208,1.18440395,high,UC_inflamed,UC_non_inflamed,712635.0,3.660430587957495e-09,1268,1041,2.9058626026053852e-08
NFKBIZ,ILC,2.682673268523504e-209,5.536886489710343e-207,1.2125535,high,UC_inflamed,CD_inflamed,203510.0,2.8799231026096223e-92,1268,626,9.642653132542197e-90
NFKBIZ,ILC,2.682673268523504e-209,5.536886489710343e-207,1.2125535,high,UC_inflamed,Colitis_inflamed,1171995.5,3.5974259891262745e-76,1268,2730,7.914828627715664e-74
NFKBIZ,ILC,2.682673268523504e-209,5.536886489710343e-207,1.2125535,high,UC_inflamed,Healthy,704664.5,2.5371003275572056e-29,1268,1393,1.0212447082056685e-27
NFKBIZ,ILC,2.682673268523504e-209,5.536886489710343e-207,1.2125535,high,UC_inflamed,UC_non_inflamed,726487.0,1.4516495624452685e-12,1268,1041,1.682413370983092e-11
MT-ND6,ILC,9.539756804290842e-206,1.9416055029177502e-203,0.91210041,high,UC_inflamed,Colitis_inflamed,1081085.0,1.7901292875942416e-97,1268,2730,6.783536982754179e-95
MT-ND6,ILC,9.539756804290842e-206,1.9416055029177502e-203,0.91210041,high,UC_inflamed,CD_inflamed,249090.5,1.2038953321178424e-56,1268,626,1.497199561680143e-54
MT-ND6,ILC,9.539756804290842e-206,1.9416055029177502e-203,0.91210041,high,UC_inflamed,Healthy,685461.5,2.096989714050027e-34,1268,1393,1.100065776702791e-32
MT-ND6,ILC,9.539756804290842e-206,1.9416055029177502e-203,0.91210041,high,UC_inflamed,UC_non_inflamed,726468.5,6.8457366776882105e-12,1268,1041,7.398375331778865e-11
UBE2V1,ILC,1.5994915758606202e-203,3.210815007213908e-201,0.631770619,high,UC_inflamed,CD_inflamed,226973.0,5.42225599562871e-100,1268,626,2.2276896124898056e-97
UBE2V1,ILC,1.5994915758606202e-203,3.210815007213908e-201,0.631770619,high,UC_inflamed,Colitis_inflamed,1202974.5,7.883715522448578e-87,1268,2730,2.325407298333963e-84
UBE2V1,ILC,1.5994915758606202e-203,3.210815007213908e-201,0.631770619,high,UC_inflamed,Healthy,745986.0,5.752137040972641e-29,1268,1393,2.260570206072826e-27
UBE2V1,ILC,1.5994915758606202e-203,3.210815007213908e-201,0.631770619,high,UC_inflamed,UC_non_inflamed,700673.0,9.099319944678341e-14,1268,1041,1.1815250157949258e-12
RPLP1,ILC,4.1806537937299345e-203,8.278824418016009e-201,0.593906,high,UC_inflamed,Colitis_inflamed,1027629.0,3.210862958801466e-95,1268,2730,1.1672900214785012e-92
RPLP1,ILC,4.1806537937299345e-203,8.278824418016009e-201,0.593906,high,UC_inflamed,Healthy,643314.0,8.609221597054493e-34,1268,1393,4.410035426862679e-32
RPLP1,ILC,4.1806537937299345e-203,8.278824418016009e-201,0.593906,high,UC_inflamed,UC_non_inflamed,803171.5,2.6589356885290687e-19,1268,1041,5.499185727977482e-18
RPLP1,ILC,4.1806537937299345e-203,8.278824418016009e-201,0.593906,high,UC_inflamed,CD_inflamed,310888.5,1.5796642801092056e-14,1268,626,2.1954170893302347e-13
DDX3Y,ILC,7.532981138232822e-203,1.4718440746621842e-200,0.78029451,high,UC_inflamed,CD_inflamed,204743.0,4.416827504803149e-127,1268,626,3.1336126416235553e-124
DDX3Y,ILC,7.532981138232822e-203,1.4718440746621842e-200,0.78029451,high,UC_inflamed,Healthy,753974.0,2.2647875397714802e-29,1268,1393,9.134586358131652e-28
DDX3Y,ILC,7.532981138232822e-203,1.4718440746621842e-200,0.78029451,high,UC_inflamed,Colitis_inflamed,1540311.5,2.3123986305352527e-22,1268,2730,6.021209368596644e-21
DDX3Y,ILC,7.532981138232822e-203,1.4718440746621842e-200,0.78029451,high,UC_inflamed,UC_non_inflamed,687674.5,6.38699036654605e-09,1268,1041,4.92400573734917e-08
PPP1R15A,ILC,3.53661149824347e-202,6.730585051332443e-200,1.1964824,high,UC_inflamed,Colitis_inflamed,1033271.5,5.365595740488493e-98,1268,2730,2.052563406189244e-95
PPP1R15A,ILC,3.53661149824347e-202,6.730585051332443e-200,1.1964824,high,UC_inflamed,CD_inflamed,255990.5,3.4672707019184275e-40,1268,626,2.362464491898254e-38
PPP1R15A,ILC,3.53661149824347e-202,6.730585051332443e-200,1.1964824,high,UC_inflamed,Healthy,635569.0,5.32818663391746e-40,1268,1393,3.599431448793653e-38
PPP1R15A,ILC,3.53661149824347e-202,6.730585051332443e-200,1.1964824,high,UC_inflamed,UC_non_inflamed,746642.0,1.5321449511547263e-10,1268,1041,1.435271896134648e-09
KRT86,ILC,2.8182565508543043e-197,5.162341437027372e-195,0.91934813,high,UC_inflamed,Colitis_inflamed,1107845.0,5.6040327566285116e-95,1268,2730,2.023608689361036e-92
KRT86,ILC,2.8182565508543043e-197,5.162341437027372e-195,0.91934813,high,UC_inflamed,Healthy,613731.5,1.9672948384960937e-61,1268,1393,2.8595021095649455e-59
KRT86,ILC,2.8182565508543043e-197,5.162341437027372e-195,0.91934813,high,UC_inflamed,CD_inflamed,262084.5,1.0071115620602062e-52,1268,626,1.1116882595599466e-50
KRT86,ILC,2.8182565508543043e-197,5.162341437027372e-195,0.91934813,high,UC_inflamed,UC_non_inflamed,719401.0,3.004821210454863e-11,1268,1041,3.037830859659483e-10
CYBA,ILC,1.7518861481441068e-191,3.130748733524847e-189,0.8881697000000002,high,UC_inflamed,Colitis_inflamed,2423873.5,3.612835900019004e-93,1268,2730,1.2459255282613716e-90
CYBA,ILC,1.7518861481441068e-191,3.130748733524847e-189,0.8881697000000002,high,UC_inflamed,Healthy,1167320.5,5.543445740771166e-47,1268,1393,4.951591439551838e-45
CYBA,ILC,1.7518861481441068e-191,3.130748733524847e-189,0.8881697000000002,high,UC_inflamed,CD_inflamed,469244.0,9.934605673201024e-11,1268,626,9.47680059035139e-10
CYBA,ILC,1.7518861481441068e-191,3.130748733524847e-189,0.8881697000000002,high,UC_inflamed,UC_non_inflamed,574350.0,7.54110979955785e-08,1268,1041,5.066098248941692e-07
PER1,ILC,8.022870632149979e-190,1.4164716414882626e-187,0.84651903,high,UC_inflamed,CD_inflamed,204471.5,3.0920863082713615e-116,1268,626,1.7534524646024742e-113
PER1,ILC,8.022870632149979e-190,1.4164716414882626e-187,0.84651903,high,UC_inflamed,Colitis_inflamed,1534508.0,1.1640412014002845e-19,1268,2730,2.47320363437356e-18
PER1,ILC,8.022870632149979e-190,1.4164716414882626e-187,0.84651903,high,UC_inflamed,Healthy,804093.0,6.072097052834311e-12,1268,1393,6.596810782238032e-11
PER1,ILC,8.022870632149979e-190,1.4164716414882626e-187,0.84651903,high,UC_inflamed,UC_non_inflamed,694107.5,1.1582577195567577e-07,1268,1041,7.597646046538605e-07
RGS1,ILC,7.375731808871083e-189,1.2715761638493749e-186,1.10582277,high,UC_inflamed,Colitis_inflamed,1084444.0,1.7475423241001183e-91,1268,2730,5.7437079856392665e-89
RGS1,ILC,7.375731808871083e-189,1.2715761638493749e-186,1.10582277,high,UC_inflamed,Healthy,587626.5,1.7253571249211851e-62,1268,1393,2.589643662335106e-60
RGS1,ILC,7.375731808871083e-189,1.2715761638493749e-186,1.10582277,high,UC_inflamed,CD_inflamed,269525.0,2.0915648972468493e-39,1268,626,1.379387906230979e-37
